"Feature ID"	"LNTcon1"	"LNTcon2"	"LNTcon3"	"LNTfh1"	"LNTfh2"	"LNTfh3"	"LNTreg1"	"LNTreg2"	"LNTreg3"	"LNTfr1"	"LNTfr2"	"LNTfr3"	"SpleenTcon1"	"SpleenTcon2"	"SpleenTcon3"	"SpleenTfh1"	"SpleenTfh2"	"SpleenTfh3"	"SpleenTreg1"	"SpleenTreg2"	"SpleenTreg3"	"SpleenTfr1"	"SpleenTfr2"	"SpleenTfr3"	"BloodTcon1"	"BloodTcon2"	"BloodTcon3"	"BloodTfh1"	"BloodTfh2"	"BloodTfh3"	"BloodTreg1"	"BloodTreg2"	"BloodTreg3"	"BloodTfr1"	"BloodTfr2"	"BloodTfr3"	"EZH2EXP_F_p_Treg_1"	"EZH2EXP_F_p_Treg_2"	"EZH2EXP_F_p_Treg_3"	"EZH2EXP_F_p_Tfr_1"	"EZH2EXP_F_p_Tfr_2"	"EZH2EXP_F_p_Tfr_3"	"FoxDownFoxP_Tfr_1"	"FoxDownFoxP_Tfr_2"	"FoxDownFoxP_Tfr_3"	"FoxDownFoxMTfr_1"	"FoxDownFoxMTfr_2"	"FoxDownFoxMTfr_3"	"FoxDown_Tfh_1"	"FoxDown_Tfh_2"	"FoxDown_Tfh_3"	"HDM_OVA_Tcon_1"	"HDM_OVA_Tcon_2"	"HDM_OVA_Tfh_1"	"HDM_OVA_Tfh_2"	"HDM_OVA_Tfr_1"	"HDM_OVA_Tfr_2"	"HDM_Tfh_1"	"HDM_Tfh_2"	"HDM_Tfr_1"	"HDM_Tfr_2"	"FoxF_CreN_Tcon_1"	"FoxF_CreN_Tcon_2"	"FoxF_CreN_Tcon_3"	"FoxF_CreN_Tcon_4"	"FoxF_CreN_Treg_1"	"FoxF_CreN_Treg_2"	"FoxF_CreN_Treg_3"	"FoxF_CreN_Treg_4"	"FoxF_CreN_ICOS_1"	"FoxF_CreN_ICOS_2"	"FoxF_CreN_ICOS_3"	"FoxF_CreN_ICOS_4"	"FoxF_CreN_Tfr_1"	"FoxF_CreN_Tfr_2"	"FoxF_CreN_Tfr_3"	"FoxF_CreN_Tfr_4"	"LN_tfr_treg"	"LN_tfr_tfh"	"LN_tfr_tcon"	"SP_tfr_treg"	"SP_tfr_tfh"	"SP_tfr_tcon"	"BL_tfr_treg"	"BL_tfr_tfh"	"BL_tfr_tcon"	"diffexpressed_FC"
"Racgap1"	5.584	8.496	34.809	81.386	112.385	70.812	28.423	24.745	7.459	67.822	233.691	312.991	18.429	17.918	8.079	65.37	65.685	109.607	12.657	14.573	27.737	86.631	136.564	39.041	17.471	22.609	26.902	88.385	80.057	112.288	7.755	39.455	16.38	123.046	78.758	121.4	24.0150237989	31.2347486579	0	127.357580869	144.6940357628	76.0640474049	59.8350699994	36.8000928998	32.4727694535	33.3634371243	10.4142529466	4.4348520238	71.9702620978	68.5964502443	79.4261648698	18.2734379	20.6330375	121.564367	83.9852186	220.840938	87.24498	78.3546895	109.894843	123.129775	114.398407	25.2830890389	16.733307062	0	27.559154577	8.0052056709	31.2963450917	0	18.4075830038	152.8298100525	235.2719090893	180.3591190843	199.9142558902	187.3673122233	170.3769961424	195.0910925332	168.9000927227	"9.4439684784805"	"2.87139065686973"	"27.5060028248588"	"5.94462361902148"	"1.31888559031742"	"4.83485880120549"	"7.41147741147741"	"1.37353623352379"	"5.36954310230439"	"UP"
"Dut"	60.027	60.395	36.84	107.003	152.571	168.351	2.32	72.689	31.436	253.982	295.002	364.654	58.654	32.508	93.919	95.523	113.012	98.996	53.791	11.971	13.314	134.347	134.143	105.555	62.258	46.728	35.09	92.207	89.831	52.39	53.092	62.564	16.38	105.102	2.188	72.84	122.7434549721	60.2384438402	132.1281070537	338.8115960897	317.3933687699	464.5076292978	128.3641245285	121.8491964904	133.6174611937	186.3750625564	59.0141000306	180.3506489667	136.5858988718	169.9105622412	107.582530194	62.1296888	37.2981831	181.706738	153.924129	309.177314	350.940481	252.311956	217.314576	261.574199	397.07853	11.4181692434	96.2165156067	69.504740113	218.1766404013	61.7544437468	17.1625118245	102.2996521812	79.382701704	395.3640738314	381.709587018	354.8122720524	578.3067402326	213.9233092313	279.6405045381	313.9927643138	351.5879481166	"9.38420918691946"	"1.93353913915489"	"4.91448848018392"	"10.0753342346402"	"1.35503454685038"	"2.28702219797456"	"1.37195811044979"	"-1.23326468973092"	"1.5588084232152"	"UP"
"Cst7"	4.886	8.311	12.183	29.294	34.71	27.342	16.242	14.435	4.795	155.757	135.061	100.743	10.278	1.792	12.371	62.072	55.072	46.846	64.338	82.756	69.896	236.728	165.136	225.569	0.971	9.018	10.437	52.792	48.639	22.523	24.458	62	21.463	121.337	125.795	92.096	21.8803550168	29.0036951823	17.7078906361	129.7834395523	122.2049334301	155.8205242954	216.0710861088	367.1831491557	128.8263968481	159.9144055268	298.541917802	97.566744523	142.1894229281	223.0174914626	109.053385099	16.8115628	78.564258	0	14.9242026	35.8120441	65.6788052	47.3084918	43.5619196	98.6263373	138.853139	14.6805033129	10.0399842372	2.2064996861	0	29.7336210633	55.5257735497	10.9999626001	36.8151660076	56.4805819759	98.5504751937	132.2027799837	62.9100805249	209.49730973	100.0038890401	87.3484773275	86.1735166953	"9.35649463110495"	"4.61053458046016"	"16.2508723378655"	"3.22720899622296"	"4.09589264962231"	"21.9467795290913"	"4.96103524409191"	"2.49464421554719"	"13.4549789310268"	"UP"
"Uap1l1"	27.221	1.847	29.008	21.817	26.538	24.423	0	3.609	3.73	33.677	42.207	8.18	3.544	15.358	17.42	15.076	16.78	28.22	12.129	3.643	0	14.361	61.502	17.351	14.282	6.558	7.108	16.721	28.16	13.873	7.755	11.273	1.13	15.381	1.094	13.396	5.8703391508	11.1552673778	8.853945318	10.9163640745	11.8810351946	16.9851756341	23.524899316	10.6311379488	44.7166005589	9.2037067929	8.6785441222	17.7394080951	32.0451531968	37.3012955246	38.8725939178	9.5021877	0.79357836	25.5924983	13.4610455	0	11.7633681	11.8271229	23.2660252	11.639133	7.87525268	3.2623340695	13.3866456496	9.9292485876	4.5931924295	2.2872016203	8.0764761527	3.29998878	0	13.2895487002	58.2974641991	16.8092881766	54.0560691918	45.7353281805	31.4827058089	11.9286466835	0	"9.33139373787753"	"1.37890513040986"	"1.23716983211491"	"4.76283283008509"	"1.03402860548272"	"1.12976950123714"	"1.72740167633785"	"-1.24820842042401"	"1.88463702870006"	"UP"
"Adam8"	0	0	1.45	7.722	12.805	17.05	3.48	0.516	1.066	0.935	14.661	9.902	5.139	0	10.604	8.598	7.745	0	2.637	10.93	3.328	19.457	20.824	37.595	10.538	5.782	0	13.855	5.818	6.202	1.193	0	0	16.235	29.534	6.698	0	21.7527713867	0	0	9.3350990815	0.7384858971	18.9222016237	62.1512680085	4.7910643456	33.3634371243	32.110613252	104.9581645626	36.0726861123	50.8941405039	27.1057546778	0	0	31.9906229	9.36420556	2.3874696	18.6253328	30.5534009	0	14.7020627	6.21730475	0	0.8366653531	0	0	5.7180040506	20.1911903817	0	9.2037915019	85.0531116814	40.9470284256	62.2397967621	38.6780495079	39.833995512	14.8153909689	59.6432334174	72.385754024	"9.28893058161351"	"-1.29317309634417"	"Inf"	"6.25721153846154"	"2.68870238863783"	"4.05215022377895"	"Inf"	"2.61770396646243"	"2.80785195434106"	"UP"
"Myo1f"	0.698	0	12.473	47.557	51.222	54.837	0	10.31	9.058	94.483	45.761	83.522	32.074	11.519	2.02	155.004	109.57	122.701	0	18.737	13.314	99.602	70.219	99.771	36.052	20.84	21.954	106.301	170.121	141.829	19.089	27.618	21.463	46.142	95.166	59.444	0	17.8484278045	0	69.1369724718	22.0647796471	53.1709845937	125.8070702551	180.7293451301	65.4778793897	86.2847511835	63.3533720917	11.8262720634	46.4041835911	95.1499148551	29.2069759706	0.73093752	0	17.2749364	23.9957767	72.8178229	68.6196472	54.2076468	25.2461125	78.4110011	49.323951	8.1558351738	29.2832873586	13.2389981168	0	60.6108429367	0	3.29998878	3.4514218132	116.2835511269	104.7966320722	113.1219663778	109.0441395765	146.0579835441	70.3731071023	116.2081064005	151.6653893837	"9.22079929344226"	"1.63058841903869"	"119.659025787966"	"7.48099744629713"	"-1.2319130137949"	"8.64675753103568"	"2.76960350370405"	"-2.38592624991589"	"2.70766147399107"	"UP"
"Fut7"	0	0.185	0	16.792	18.955	7.68	4.641	0	2.664	20.113	27.545	24.54	4.076	0	0	6.243	9.035	2.822	0	8.328	0	12.508	12.591	2.41	0	0.302	0	0	5.818	1.469	0	0	4.519	50.415	0	2.512	1.0673343911	0	0	13.3422227577	13.1540032512	13.2927461484	33.4974109825	4.0888992111	28.7463860735	51.7708507101	7.8106897099	0	22.0638759716	23.7084505453	21.0122129285	0	0	3.19906229	11.7052569	37.0057789	3.9211227	0	5.44523994	20.8279222	0.41448698	0	0	0	0	0	1.0095595191	0	0	43.1910332757	14.5743660498	35.4357966967	31.6880405607	14.7533316711	0	39.6338905935	33.3204264555	"9.21171171171171"	"1.46141019533111"	"Inf"	"Inf"	"2.00352394682044"	"Inf"	"Inf"	"1.71000680735194"	"Inf"	"UP"
"Rrm1"	28.617	25.488	32.779	131.762	135.469	108.906	21.462	10.826	28.772	137.983	196.372	236.358	34.023	20.221	10.099	77.266	77.732	103.737	17.403	46.843	22.189	136.663	146.25	132.064	19.828	17.82	22.494	86.951	26.065	45.699	0.597	8.455	10.732	0	36.098	30.978	49.6310491844	65.2583141602	23.1564723702	175.8747545334	251.6233525141	206.7760511978	54.7209614524	103.8580399616	178.3340617526	86.2847511835	101.5389662292	22.1742601189	117.8491153086	142.0926469347	86.1500730069	23.3900005	54.7569071	111.327368	127.587301	105.048663	54.8957177	175.435657	84.64873	184.38837	214.704257	12.2337527608	7.5299881779	0	39.0421356508	56.0364396962	15.1433927863	97.8996671411	50.6208532605	258.4817222192	232.4958393655	200.3485428619	366.2764688339	328.9992962661	240.7501032448	215.1004353571	182.6878553939	"9.14975305190569"	"1.49035381976594"	"6.86207499039033"	"6.15904276893956"	"1.75813049966552"	"6.75846891845112"	"3.66386753400355"	"-1.47520821227968"	"1.56233609037724"	"UP"
"Nme6"	7.678	3.879	5.221	6.006	6.992	5.069	0	1.031	3.73	9.355	8.886	19.804	3.012	0	12.119	10.601	1.004	4.515	0	25.503	0	12.045	7.748	13.978	5.546	5.436	7.918	0.717	2.327	6.692	0	0	7.908	0	25.159	0	0	0	0	10.9163640745	23.7620703892	0	1.7899379914	0	8.5174477255	3.4513900473	2.6035632366	0	0	1.8966760436	12.3972056278	0	7.93578364	0	12.2905198	28.6496353	0	6.40635826	0.99004363	19.6027503	5.80281777	0	0	13.2389981168	27.559154577	13.7232097215	0	0	0	13.2895487002	0	2.7258305151	8.3880107367	44.2599950134	0	3.4631554888	56.3000309076	"9.0737148399612"	"1.55760905760906"	"1.7918023367171"	"Inf"	"2.66777408637874"	"3.99900398406374"	"NaN"	"-Inf"	"-Inf"	"UP"
"Penk"	0	0	0	5.638	6.908	1.229	8.121	25.776	0.533	66.419	95.076	73.189	0	0.512	0	27.679	7.314	6.096	50.099	86.919	17.751	142.686	178.212	147.969	0	0	0.27	0	10.938	0.326	48.319	9.018	11.861	0	72.195	61.118	4.2693375642	65.2583141602	23.837545087	100.2688255731	75.5294380228	265.1164370714	46.2826823499	62.1512680085	30.8757480049	75.9305810415	7.8106897099	104.9581645626	73.5462532387	136.2445624669	55.262120002	0	0	0	0	74.0115577	35.2901043	0	6.93030538	32.4670551	18.2374273	0	0.8366653531	0	0	6.8616048608	13.1242737481	21.9999252003	12.6552133151	13.2895487002	33.3128366852	66.7828476206	16.7760214733	28.0313301751	11.1115432267	22.7029082041	1.1489802226	"9.01231375446373"	"12.9813763746009"	"Inf"	"2.95353200662688"	"20.2309269893355"	"Inf"	"5.15285389090296"	"187.478527607362"	"Inf"	"UP"
"Stmn1"	8.376	45.435	49.313	254.208	250.297	211.514	13.342	5.671	1.598	380.272	487.375	558.39	11.873	29.436	92.152	86.924	134.812	121.798	29.005	14.053	3.883	128.788	90.559	148.451	28.98	45.39	38.509	204.479	19.549	69.854	21.475	10.709	12.426	38.452	220.961	52.746	38.4240380782	77.5291082758	23.837545087	376.4124056796	487.1224429785	564.203225411	162.8843572205	260.0539898252	47.3783029731	130.0023584499	131.9138706567	32.5222481743	221.1640900963	318.1674063176	137.6299946818	16.8115628	25.3945076	150.99574	197.23358	223.228408	61.7576825	51.2508661	225.234925	292.203496	385.058407	4.8935011043	18.4066377682	11.0324984306	9.186384859	10.2924072911	82.7838805651	28.5999027603	29.9123223812	663.1484801408	793.9559409974	496.5554588391	578.3067402326	165.2373147166	140.7462142046	447.1318531037	243.5838071919	"85.9416328689825"	"1.94718674215033"	"10.7268625508969"	"9.16444887212695"	"1.05739010492783"	"4.37518684603886"	"4.24480927088363"	"-1.32434686990483"	"1.3697057830637"	"UP"
"Ehd4"	0	0.185	3.771	12.257	14.743	30.26	3.48	7.217	0	24.322	31.1	46.927	7.265	5.631	10.099	4.947	53.638	19.19	2.109	0	32.729	39.378	51.333	25.063	4.992	5.523	0	10.749	21.643	3.754	4.176	12.964	11.861	36.743	78.758	5.023	0	8.3664505334	0	55.3904399335	36.0674282693	53.1709845937	58.5565428626	38.4356525842	29.8110670392	18.4074135858	26.9034867787	124.1758566656	37.9988975066	40.304365927	76.4844550598	1.46187503	0.79357836	17.2749364	18.7284111	41.7807181	19.6056135	13.7983101	31.1863742	1.83775784	63.0020215	35.8856747649	5.8566574717	9.9292485876	6.8897886443	14.8668105316	1.0095595191	7.6999738201	5.7523696887	25.9146199654	68.7077256632	78.140474767	42.4060542797	26.555997008	68.5211832312	74.2654454811	24.1285846747	"8.9367816091954"	"2.10947568337516"	"168.108108108108"	"18.6714082503556"	"2.0520062532569"	"5.42023399862354"	"3.09779951100244"	"3.41827146711322"	"7.3603766025641"	"UP"
"Spdl1"	0	0	0	17.405	14.659	15.975	0	15.466	1.598	31.806	14.217	2.583	0	3.584	0.252	6.714	23.664	3.612	0	0	6.102	4.169	0	3.856	2.08	0.129	2.159	17.438	0	5.059	0	0	3.954	0	0	0	4.8030047598	11.7130307467	0	3.6387880248	47.9484634639	11.8157743542	10.995333376	31.0756340043	0	13.8055601894	17.3570882443	0	1.7511012676	8.2189295224	2.7315876807	0	11.1100971	3.19906229	11.4126255	38.1995137	29.4084202	8.37754542	0	0.61258595	23.2112711	0	0	0	0	0	52.4970949925	0	0	0.664477435	46.4991678731	23.1695593786	39.1440501044	0	0	22.3181131498	24.1285846747	"8.89674593241552"	"-1.12365477948934"	"Inf"	"Inf"	"-1.74118257261411"	"15.3015873015873"	"NaN"	"-Inf"	"-Inf"	"UP"
"Lzic"	0	24.38	0	31.255	15.838	22.734	25.523	0.516	4.263	40.226	21.77	37.886	12.936	10.239	5.807	14.016	11.187	15.916	15.293	6.246	17.197	23.627	82.81	63.622	13.45	17.906	7.558	20.305	13.731	9.793	40.564	0	23.723	47.851	0	61.118	0.5336671955	20.637244649	11.5782361851	3.6387880248	27.5809745589	30.2779217825	9.4611008119	23.7156154243	15.4378740025	94.3379946273	6.9428352977	0	14.3590303942	21.0214928168	10.295984335	23.3900005	52.376172	22.393436	8.77894271	31.0371049	20.5858942	12.8127165	9.40541445	4.90068757	46.0080551	30.1765901432	12.5499802965	20.9617470182	29.8557507918	1.1436008101	26.2485474962	28.5999027603	6.9028436264	13.2895487002	20.8205229283	24.986779722	15.8440202803	11.8026653369	7.4076954845	23.4724983127	1.1489802226	"8.88716866056768"	"1.66649071874725"	"Inf"	"4.16020401490878"	"4.53924086757991"	"6.21369274343198"	"2.01707203979261"	"3.48488820916175"	"3.55769516728625"	"UP"
"Adam15"	3.49	3.879	6.962	3.555	2.022	2.611	0.58	0	2.131	5.145	23.103	4.305	3.544	1.024	2.777	2.002	15.919	1.806	0.527	4.684	2.219	28.259	4.358	5.302	0.693	3.063	13.316	3.583	1.862	2.611	4.772	1.691	3.954	6.836	48.13	0.837	1.6010015866	2.7888168445	0.6810727168	4.8517173664	2.5459361131	0	0.2557054273	21.2622758977	6.3880857941	14.9560235385	10.4142529466	14.7828400792	13.4834797604	2.0547323806	9.8757400764	0.73093752	1.58715673	5.75831212	4.38947136	9.54987842	0	6.40635826	1.98008725	3.06292973	2.4869219	5.7090846217	7.5299881779	8.8259987445	0	13.7232097215	0	2.19999252	3.4514218132	2.65790974	11.1042788951	4.5430508585	7.4560095437	13.277998504	5.5557716133	7.6959010861	2.2979604452	"8.87068965517241"	"1.97050938337802"	"1.32637277648879"	"2.38936457863903"	"2.64835164835165"	"1.90925459128556"	"1.72888214466363"	"2.61815396399847"	"2.23179888997715"	"UP"
"Zwilch"	41.879	5.541	13.054	12.012	9.688	7.987	1.74	0	5.861	15.435	27.101	11.194	7.797	0	5.302	4.24	0.287	10.949	0	10.93	0	10.192	0	2.892	0	3.107	7.198	34.876	2.095	15.668	0	0	0	3.418	0	13.396	1.6010015866	0	0	33.5577117845	31.3998787286	22.154576914	11.5067442306	13.9022573177	13.3085120711	0	3.4714176489	8.8697040475	26.4416291406	2.2127887176	5.0429311028	65.7843764	0	6.39812458	17.265254	5.96867401	2.94084202	17.7406844	9.90043626	23.2782659	24.454732	5.7090846217	10.0399842372	0	0	0	0	0	4.601895751	43.8555107107	11.798296326	40.8874577269	39.1440501044	36.8833291778	112.9673561379	38.0947103763	3.4469406678	"8.87068965517241"	"1.59320809248555"	"1.18239620039835"	"Inf"	"-1.46611341632089"	"-1.83333333333333"	"Inf"	"-4.58396723229959"	"1.1000965561635"	"UP"
"Cdk2ap1"	138.201	56.702	75.13	170.249	204.719	156.677	20.302	41.757	15.452	133.773	289.226	178.668	137.864	66.296	94.929	157.595	138.11	186.705	49.572	18.737	43.824	151.951	34.383	120.496	9.984	93.11	79.988	88.624	109.846	134.648	91.27	73.837	110.706	135.008	17.502	125.586	24.5486909944	153.9426898138	147.7927795395	179.9178523388	110.3238982355	87.879821759	69.2961708112	61.3334881663	104.8710751202	20.708340284	188.3244074507	50.2616562694	183.6905229699	178.1294917635	115.3570489776	58.4750012	69.0413177	179.787301	118.223095	153.991789	127.436488	153.259801	152.96174	67.384454	231.283737	35.0700912475	107.9298305502	145.6289792843	43.6353280803	123.5088874937	63.6022497024	52.7998204806	46.0189575095	316.9557365001	222.7795953323	283.9406786591	115.1021473307	230.1519740695	272.2328090537	153.1484316138	166.6021322775	"8.8005122648015"	"1.04945109809749"	"2.3781179289232"	"2.7495436290617"	"-1.30788573894569"	"1.26932760273468"	"1.37598334611592"	"1.14329151721501"	"1.57006050907636"	"UP"
"Nucb2"	1.396	31.398	3.191	18.631	27.296	14.439	4.06	0	8.525	36.016	35.542	9.041	2.835	13.054	11.109	10.247	15.059	2.483	0	30.708	3.328	7.412	53.754	33.739	3.328	1.553	5.039	7.644	0.465	5.059	12.527	46.782	0.565	0	124.701	36.001	1.6010015866	5.5776336889	0	10.512054294	19.0945208485	16.9851756341	16.1094419229	19.6267162132	19.1642573824	19.5578769349	0	1.4782840079	0	7.4286478375	2.7315876807	9.5021877	15.0779889	4.47868721	25.1663024	13.1310828	27.4478589	16.7550908	19.8008725	17.7649924	21.1388361	14.6805033129	0	0	2.2965962148	51.4620364557	1.0095595191	8.7999700801	17.2571090661	22.5922327904	30.5367669614	37.2530170401	26.0960334029	19.1793311725	22.2230864534	15.7765972266	64.3428924658	"8.75418719211823"	"1.90768074714186"	"11.1382011908493"	"10.1379206730769"	"3.29257343612765"	"3.03708704653884"	"2.87387243553924"	"7.11622850365685"	"10.8176081730769"	"UP"
"Tmem39b"	18.846	4.063	4.061	18.508	7.582	7.527	0	3.609	1.066	1.871	9.33	25.831	5.848	3.328	1.767	10.247	11.33	12.304	0	0	6.102	3.243	0	11.086	1.525	2.459	7.198	4.061	2.327	2.611	0	0	0	0	0	0	8.5386751285	0	1.3621454335	0.4043097805	0.848645371	21.4160910169	4.6026976923	0	2.1293619314	0	0	0	12.7830392534	5.8480844678	2.94170981	1.46187503	0	8.31756196	3.80420851	1.1937348	0	6.89915505	0	1.22517189	5.80281777	7.3402516565	5.0199921186	4.4129993723	2.2965962148	0	1.0095595191	0	1.1504739377	10.6316389602	34.0068541161	1.3629152576	3.7280047718	0	11.1115432267	7.3111060318	0	"8.75234521575985"	"1.23054603007122"	"2.29633275904504"	"Inf"	"-3.49367869256861"	"-1.02621029910577"	"NaN"	"-Inf"	"-Inf"	"UP"
"E2f1"	0	1.478	0	42.899	26.453	19.201	4.06	6.186	3.197	32.274	35.098	34.872	9.569	0.256	6.817	12.132	8.175	12.304	0	7.807	0	11.118	2.421	18.797	9.429	3.236	0.99	3.105	16.756	5.223	0	0	0	0	0	0	13.8753470838	0	15.6646724858	28.7059944181	46.2511727218	0	4.0912868376	0.8177798422	8.5174477255	19.5578769349	0	0	21.3634354646	12.0122816096	11.76683924	0	0	27.5119357	16.3873597	28.6496353	6.86196472	27.5966202	17.8207853	0	14.0925574	0	0.8366653531	0	4.5931924295	0	1.0095595191	0	9.2037915019	36.5462589256	52.7453247516	53.6080001308	42.4060542797	16.2286648382	44.4461729067	38.4795054306	24.1285846747	"8.58916256157636"	"1.31826257891354"	"Inf"	"Inf"	"-1.09120345385861"	"1.63092269326683"	"NaN"	"-Inf"	"-Inf"	"UP"
"Snx19"	18.846	23.087	12.183	15.199	27.043	39.016	1.74	4.124	22.378	35.08	43.984	35.303	44.478	5.887	38.376	27.561	25.098	24.156	23.731	10.93	11.095	26.406	30.025	16.869	45.064	26.104	12.417	14.81	17.222	33.784	16.106	6.764	17.51	45.288	35.004	7.535	38.9577052738	34.0235655023	0	6.8732662691	69.16459774	45.7861256224	33.2417055552	0	19.6965978652	18.4074135858	0	26.6091121426	21.3634354646	12.3283942835	22.2729457042	13.1568753	18.2523024	28.1517482	21.0694625	27.4559005	15.6844908	21.6830587	10.8904799	21.4405081	13.6780704	58.7220132516	6.6933228248	60.6787413684	25.2625583623	20.5848145823	10.0955951909	24.1999177203	28.7618484435	10.6316389602	38.8649761327	20.4437288635	45.6680584551	1.4753331671	142.5981380757	21.9333180954	37.9163473459	"8.56037827352085"	"1.30543948526421"	"1.87323569988326"	"2.37999098693105"	"1.05211570643079"	"-1.453306066803"	"2.1733515460077"	"2.03251654860063"	"1.34094391664113"	"UP"
"Akip1"	0.698	8.311	0	13.973	28.391	3.84	3.48	4.64	39.961	39.29	48.871	35.303	18.429	16.638	10.099	10.247	29.831	17.271	5.274	11.45	9.985	38.914	21.308	30.365	21.492	19.675	18.355	31.054	30.952	15.342	0.597	17.473	12.991	57.25	91.885	60.281	18.144684648	0	7.4917998845	21.832728149	17.8215527919	45.0476397252	20.9678450425	49.8845703753	10.6468096569	1.1504633491	39.9213029619	1.4782840079	31.3447126898	15.015352012	26.8956325485	18.2734379	0.79357836	15.355499	24.2884082	51.3305965	11.7633681	16.7550908	18.8108289	27.5663676	24.454732	7.3402516565	9.2033188841	20.9617470182	6.8897886443	25.1592178228	2.0191190382	1.09999626	2.3009478755	44.5199881457	33.3128366852	46.793423843	43.8040560692	28.0313301751	25.9269341956	15.7765972266	67.7898331336	"8.4676724137931"	"2.81185142775352"	"56.2893982808023"	"3.04106159238858"	"1.75814949916044"	"1.82503906719558"	"4.64021245477638"	"1.94756397001809"	"3.0638373570521"	"UP"
"Syce2"	13.96	0	4.641	7.844	0.758	15.053	6.961	1.547	0	0.468	13.773	12.916	0.532	2.304	0	5.889	2.151	21.222	2.637	0	0	5.096	16.465	0	1.803	6.299	5.129	1.911	1.629	0.163	0	0	0	2.563	13.126	18.419	0	0	0	68.7326626912	7.2134856539	15.5082038398	2.3013488461	0	23.4229812451	0	9.5463985344	0	9.6310569717	8.5350421963	9.2453736885	0	0	17.9147488	4.38947136	10.7436132	10.7830874	7.39195184	2.97013088	3.67551567	7.04627872	8.1558351738	10.0399842372	0	16.0761735033	5.7180040506	12.114714229	18.6999364202	9.2037915019	27.9080522705	49.9692550278	24.0781695503	23.7660304205	13.277998504	9.2596193556	26.9356538014	22.9796044521	"8.34906270200388"	"1.64660887302397"	"2.78302090066796"	"Inf"	"-1.15561224489796"	"9.57894736842105"	"Inf"	"8.05770411295273"	"2.55917332813414"	"UP"
"Odc1"	23.034	12.005	7.542	299.681	241.282	330.251	100.352	57.739	42.625	394.304	474.935	485.632	50.326	20.221	52.009	133.214	118.175	132.522	113.382	37.995	96.523	289.077	287.173	353.295	26.345	32.231	44.088	43.953	61.672	84.542	65.619	44.528	63.825	129.882	21.877	136.47	58.1697243129	7.2509237956	79.0044351455	284.6340854978	428.5659123765	443.830024178	500.9269321741	569.1747701834	429.0664291718	201.3310860949	210.8886221683	152.2632528161	594.6739904726	531.3854048882	536.0215518066	38.7396883	13.4908322	86.3746819	264.538807	410.644772	233.3068	97.5737643	56.4324867	116.39133	189.006064	49.7505945604	13.3866456496	16.5487476459	41.3387318655	64.0416453671	63.6022497024	87.999700801	92.0379150191	273.1002257894	185.9966714924	226.6982378414	223.2142857143	247.8559720749	53.7057922623	304.3728879561	251.6266687502	"8.2255494553075"	"1.58480183928911"	"39.5614327363598"	"2.99490276928815"	"2.18135102096256"	"5.74408854270159"	"2.03497062279671"	"2.10601245297704"	"4.0297229375446"	"UP"
"Stk35"	15.356	0	3.481	12.134	14.153	13.978	12.181	4.124	0	63.145	33.765	28.845	13.113	0.256	12.119	15.901	7.314	17.158	1.582	0	6.102	14.824	9.685	36.149	4.576	14.972	8.458	16.96	19.316	12.241	0	11.836	6.778	62.377	33.91	0	0	16.1751376978	18.3889633528	16.1723912215	2.1216134276	0	5.3698139743	0	0	13.8055601894	0	34.0005321822	16.4603519153	3.0030704024	19.121113765	0	0	17.9147488	12.2905198	0	0	0	15.3456762	2.45034378	24.040245	0	0	0	25.2625583623	4.5744032405	19.1816308626	3.29998878	2.3009478755	9.9671615252	30.5367669614	25.8953898937	5.1260065613	0	0	5.3871307603	44.8102286815	"8.18743937924345"	"2.415581628273"	"9.69979890835967"	"9.37041719342604"	"-1.0726524554776"	"1.22320323459031"	"5.00295072292712"	"1.99941037735849"	"4.00922203830693"	"UP"
"Tm6sf1"	0	0	2.321	7.354	12.132	12.749	0	1.031	56.478	8.419	8.441	14.638	4.43	12.798	13.381	14.252	17.21	5.305	40.607	0.52	0.555	22.237	1.453	23.135	11.786	11.995	10.617	29.143	6.516	5.549	0	0.564	7.908	10.254	10.939	0	0	73.0670013247	0.6810727168	8.0861956107	15.6999393643	0	25.0591318801	13.0844774755	26.6170241422	27.6111203787	54.6748279696	69.4793483724	14.0088101407	19.5989857841	36.9814947542	19.7353129	10.3165187	0	23.9957767	0	15.6844908	16.7550908	8.41537082	4.28810162	5.38833078	8.9714186912	10.0399842372	5.5162492153	11.4829810738	14.8668105316	0	62.6997868207	21.859004817	1.32895487	0	3.6344406868	0	0	0	25.0116785299	25.2775648973	"8.18719689621727"	"-1.43727046558465"	"Inf"	"40.0666666666667"	"1.56027224249228"	"1.73753711517425"	"18.1808510638298"	"1.57366482504604"	"-1.1494051102009"	"UP"
