"Feature ID"	"LNTcon1"	"LNTcon2"	"LNTcon3"	"LNTfh1"	"LNTfh2"	"LNTfh3"	"LNTreg1"	"LNTreg2"	"LNTreg3"	"LNTfr1"	"LNTfr2"	"LNTfr3"	"SpleenTcon1"	"SpleenTcon2"	"SpleenTcon3"	"SpleenTfh1"	"SpleenTfh2"	"SpleenTfh3"	"SpleenTreg1"	"SpleenTreg2"	"SpleenTreg3"	"SpleenTfr1"	"SpleenTfr2"	"SpleenTfr3"	"BloodTcon1"	"BloodTcon2"	"BloodTcon3"	"BloodTfh1"	"BloodTfh2"	"BloodTfh3"	"BloodTreg1"	"BloodTreg2"	"BloodTreg3"	"BloodTfr1"	"BloodTfr2"	"BloodTfr3"	"EZH2EXP_F_p_Treg_1"	"EZH2EXP_F_p_Treg_2"	"EZH2EXP_F_p_Treg_3"	"EZH2EXP_F_p_Tfr_1"	"EZH2EXP_F_p_Tfr_2"	"EZH2EXP_F_p_Tfr_3"	"FoxDownFoxP_Tfr_1"	"FoxDownFoxP_Tfr_2"	"FoxDownFoxP_Tfr_3"	"FoxDownFoxMTfr_1"	"FoxDownFoxMTfr_2"	"FoxDownFoxMTfr_3"	"FoxDown_Tfh_1"	"FoxDown_Tfh_2"	"FoxDown_Tfh_3"	"HDM_OVA_Tcon_1"	"HDM_OVA_Tcon_2"	"HDM_OVA_Tfh_1"	"HDM_OVA_Tfh_2"	"HDM_OVA_Tfr_1"	"HDM_OVA_Tfr_2"	"HDM_Tfh_1"	"HDM_Tfh_2"	"HDM_Tfr_1"	"HDM_Tfr_2"	"FoxF_CreN_Tcon_1"	"FoxF_CreN_Tcon_2"	"FoxF_CreN_Tcon_3"	"FoxF_CreN_Tcon_4"	"FoxF_CreN_Treg_1"	"FoxF_CreN_Treg_2"	"FoxF_CreN_Treg_3"	"FoxF_CreN_Treg_4"	"FoxF_CreN_ICOS_1"	"FoxF_CreN_ICOS_2"	"FoxF_CreN_ICOS_3"	"FoxF_CreN_ICOS_4"	"FoxF_CreN_Tfr_1"	"FoxF_CreN_Tfr_2"	"FoxF_CreN_Tfr_3"	"FoxF_CreN_Tfr_4"	"LN_tfr_treg"	"LN_tfr_tfh"	"LN_tfr_tcon"	"SP_tfr_treg"	"SP_tfr_tfh"	"SP_tfr_tcon"	"BL_tfr_treg"	"BL_tfr_tfh"	"BL_tfr_tcon"	"diffexpressed_FC"
"Vdac1"	67.007	72.216	75.711	120.608	159.395	121.041	42.345	90.732	118.285	136.112	198.593	236.358	32.251	46.842	77.761	136.276	111.435	121.008	70.139	36.433	98.742	171.408	127.848	182.19	58.792	78.743	76.119	83.129	95.882	80.789	61.443	36.637	67.214	194.822	94.073	73.677	61.9053946816	51.3142299379	93.9880349145	131.8049884549	195.1884353398	220.8072832433	123.7614268363	143.1114723881	165.5578901643	138.0556018937	129.3103074201	75.3924844041	156.023122942	172.1233509587	142.6729257847	81.1340642	119.036755	104.289431	191.673583	157.572994	198.016696	164.101331	130.190737	112.103228	213.875283	39.1480088344	26.7732912993	52.955992467	27.559154577	83.4828591393	114.0802256567	103.3996484412	173.7215645985	226.5868053387	159.6240091166	245.3247463615	279.134357292	128.3539855388	151.8577574313	197.399862859	282.6491347604	"2.18878675660186"	"1.64070852025347"	"2.74998615265315"	"2.44383296026462"	"1.41650138833796"	"3.65928013321378"	"1.53106130885536"	"1.13165080778068"	"1.23586752322022"	"UP"
"Mthfd1l"	97.718	55.224	47.283	49.395	46.925	46.542	56.266	79.906	31.969	166.515	84.413	123.13	62.376	39.163	37.618	36.395	59.088	56.553	34.806	48.404	17.751	62.077	42.132	55.428	38.409	49.101	23.303	29.382	47.243	20.238	31.616	34.382	54.223	55.541	27.347	107.167	42.6933756425	19.5217179112	75.5990715617	71.9671409355	66.1943389413	49.478555108	59.0679537173	24.5333952665	73.4629866324	41.4166805681	25.1677779542	7.3914200396	71.9702620978	79.3442811582	71.2314018277	43.8562509	34.917448	63.9812458	38.9199794	51.3305965	90.185822	55.6860372	44.5519632	66.7718681	142.998009	33.4389242127	148.0897674991	50.7494927809	18.372769718	78.9084558988	103.9846304659	59.3997980407	21.859004817	71.7635629812	75.6478999727	122.6623731807	100.1901282434	42.7846618463	124.0788993646	79.2677811871	79.2796353596	"2.18835531226673"	"2.62397442727757"	"2.22964653049399"	"1.59248405447337"	"-1.02029660099589"	"1.41531547634247"	"1.61540922575766"	"1.89030699067456"	"1.44604129240543"	"UP"
"Pold2"	6.282	9.419	5.221	24.024	34.457	28.724	4.06	32.478	28.239	61.742	56.424	79.217	18.075	61.176	18.43	43.109	13.051	45.717	7.383	6.766	20.525	50.496	41.163	48.198	26.068	33.05	21.414	13.616	23.272	11.098	19.089	10.146	23.158	53.832	16.408	34.327	17.077350257	40.1589625601	4.0864363006	27.897374857	44.5538819797	56.1249281822	24.292015598	5.7244588955	27.149364625	25.3101936805	7.8106897099	19.217692103	25.39096838	24.3406758932	52.1102880627	38.0087508	3.17431346	42.8674347	28.3852481	45.3619225	34.3098236	22.6686523	30.1963306	36.1425708	28.5996018	23.6519220041	43.5065983613	20.9617470182	22.9659621475	28.5900202532	19.1816308626	51.6998242206	19.5580569416	66.4477435011	72.8718302489	61.3311865904	96.4621234715	28.0313301751	44.4461729067	56.1800779287	47.1081891267	"2.18640886716952"	"2.14949171424593"	"9.82839859917224"	"6.52824055262089"	"1.11804959521214"	"2.61519262072708"	"1.7982607784588"	"2.52107814336075"	"1.31682522633113"	"UP"
"2810428I15Rik"	34.201	58.733	29.298	52.214	64.533	39.784	31.324	47.944	23.444	44.903	68.419	94.285	34.909	91.892	56.553	37.455	56.936	51.812	83.85	40.077	30.51	48.643	106.54	87.721	50.472	43.19	53.085	56.853	80.057	40.149	23.861	20.291	45.751	93.993	83.134	1.674	26.6833597765	67.4893676358	50.3993810411	25.8758259543	69.16459774	127.0195743072	41.935690085	39.2534324264	39.9255362133	92.0370679291	33.8463220764	65.0444963486	78.2742266611	86.7729289957	40.7636930813	40.2015633	58.7247989	86.3746819	79.8883787	77.5927621	15.6844908	40.9021335	32.1764179	85.1494465	19.4808882	52.1973451125	51.8732518923	33.0974952919	98.7536372343	140.6628996456	22.2103094199	48.3998354406	6.9028436264	103.6584798617	76.3419174036	49.0649492723	32.6200417537	103.2733216979	24.0750103245	60.0280284718	57.4490111302	"2.18423572979185"	"1.31035737541655"	"2.00049706148943"	"2.18881153778975"	"1.69306338300008"	"1.55112902940604"	"3.48409538577595"	"1.46226232564684"	"1.64713108258044"	"UP"
"Ndufa9"	19.544	62.242	45.252	60.672	109.184	97.847	51.046	74.235	54.347	57.532	123.066	118.394	62.021	86.773	47.717	51.118	81.03	75.179	47.99	34.872	34.393	84.777	87.169	69.888	90.961	67.697	44.448	78.591	59.112	58.103	79.936	14.655	103.363	84.594	129.076	88.747	46.9627132067	35.696855609	72.1937079778	117.2498363556	68.3159523689	101.9110538046	81.8257367513	107.1291593305	114.4532038113	58.6736308048	118.8960544735	81.3056204358	51.3072671403	76.0250980819	74.1731116377	77.4793766	51.5825937	42.2276222	55.3073391	114.598541	38.2309463	44.8445078	40.0967669	75.3480713	54.2977948	106.8414407772	55.2199133047	95.9827363465	27.559154577	37.7388267342	106.0037495041	70.3997606408	85.1350713927	92.3623634665	106.1846669341	66.7828476206	77.3560990158	8.8519990027	44.4461729067	74.6502405354	51.7041100172	"2.17848271293724"	"1.20999110856746"	"2.61632635021657"	"2.43109084652443"	"1.12766863086766"	"1.36690798278003"	"1.11022568054444"	"1.50133644606848"	"1.31094435499357"	"UP"
"B9d2"	22.336	4.617	8.412	35.545	18.366	34.254	19.142	19.074	2.664	50.048	34.21	41.33	12.05	19.454	10.856	26.266	33.273	17.722	49.044	18.737	15.532	59.298	98.791	13.978	21.215	8.414	4.859	13.616	21.411	15.668	19.089	11.273	33.325	21.362	97.354	41.025	11.7406783017	21.7527713867	17.0268179193	10.9163640745	87.4104732174	59.8173576679	66.2277056831	17.1733766866	26.0846836593	16.1064868876	43.3927206108	1.4782840079	18.9118936899	25.9212392628	31.9385636514	2.19281255	33.3302913	15.355499	3.21894566	25.0684308	11.7633681	11.8271229	4.95021813	8.57620324	9.9476876	5.7090846217	15.8966417089	8.8259987445	2.2965962148	43.4568307848	15.1433927863	14.2999513802	24.1599526925	30.5659620105	0.6940174309	34.9814916108	37.7460483149	73.7666583556	75.9288787157	20.0093428239	59.7469715754	"2.16682394883087"	"1.2065744146669"	"4.91321921065145"	"3.16475422959919"	"2.25759537044087"	"4.92099585062241"	"2.14914348577715"	"2.61839417921879"	"4.87580223437129"	"UP"
"Rnf125"	0	32.322	52.504	67.781	81.888	52.687	6.381	18.043	14.919	63.613	17.327	32.289	67.692	50.426	33.831	42.638	77.302	67.051	8.965	48.925	22.189	30.575	67.798	34.221	87.217	13.505	87.905	91.49	105.657	81.768	60.25	16.909	48.01	0.854	51.412	72.84	16.0100158659	15.6173743289	60.6154717927	47.7085541033	47.0998180929	53.9094704908	70.574697948	95.6802415395	89.4332011177	103.5417014202	33.8463220764	0	62.6894253796	48.8394081233	47.6977233477	26.3137505	80.9449931	166.351239	99.4946841	74.0115577	33.3295429	89.1962189	99.0043626	53.9075632	76.6800919	76.664850634	32.629948771	0	4.5931924295	105.2112745317	6.0573571145	2.19999252	39.1161138831	65.7832660661	70.7897779561	47.2477289289	59.6480763495	39.833995512	53.7057922623	50.4081521141	83.8755562501	"2.16428715061331"	"-2.0991978692434"	"-1.00102201988293"	"1.54225066474379"	"-1.95935244440548"	"-1.47353963940271"	"1.07086023745053"	"-1.77954563137011"	"-1.69643273943826"	"UP"
"Casp1"	0	1.108	15.084	42.286	20.556	40.245	11.601	11.342	6.927	13.097	35.542	24.54	4.43	17.918	9.846	64.546	37.002	52.151	13.184	16.135	16.087	22.7	27.603	62.658	11.093	7.421	3.149	32.01	40.494	58.103	0	0	9.037	0	17.502	29.303	10.6733439106	10.03974064	66.7451262436	4.8517173664	63.2240801427	10.3388025599	10.4839225213	35.1645332154	46.3136220074	81.6828977871	13.8856705954	0	35.1971354785	38.8818588943	35.0903955906	0.73093752	0	39.0285599	39.7978736	27.4559005	7.84224539	60.6140051	57.4225303	36.1425708	19.8953752	0	0	0	6.8897886443	13.7232097215	12.114714229	19.7999326802	52.921801136	97.6781829466	66.6256733704	25.4410848079	54.0560691918	33.9326628436	62.9654116179	21.9333180954	66.640852911	"2.16363956974079"	"-1.63997555012225"	"22.1480144404332"	"1.71585752470939"	"-1.88932362424374"	"2.80347349177331"	"Inf"	"-2.31367843675009"	"2.35844225845573"	"UP"
"Tars"	14.658	27.889	93.986	65.084	52.233	70.812	70.188	35.571	35.699	77.177	72.862	123.561	57.946	46.842	65.39	74.439	70.991	48.2	26.368	57.252	10.54	44.01	70.219	69.888	47.144	59.37	22.134	53.031	72.843	73.281	28.634	85.673	20.899	55.541	21.877	68.654	53.3667195531	105.9750400892	22.4753996535	89.7567712791	55.5862718033	87.879821759	92.5653646999	12.2666976333	20.2289383481	2.3009266982	32.110613252	28.0873961505	33.2709240842	49.6296898081	55.262120002	102.331252	35.7110264	82.5358071	66.4273332	42.9744529	59.7971211	17.7406844	46.5320504	79.023587	87.4567535	60.3531802864	111.2764919626	51.8527426239	98.7536372343	25.1592178228	45.4301783589	90.199693321	74.780805953	76.4149050262	50.6632724588	83.1378307114	81.5501043841	76.7173246898	96.3000412979	51.1777422227	108.0041409247	"2.16188128519006"	"1.18580603527749"	"2.76729176377783"	"2.6504854368932"	"-1.01578239468864"	"1.20608842715632"	"1.93968708528323"	"-1.31151761761582"	"1.17811386390633"	"UP"
"M6pr"	210.792	152.743	195.803	236.436	270.853	265.123	249.429	127.85	111.358	247.902	276.342	370.682	226.289	188.904	151.735	260.185	230.184	293.151	111.273	108.259	175.295	428.057	386.933	346.547	179.01	168.099	179.5	189.43	170.587	176.103	160.468	136.965	124.827	300.778	21.877	329.872	194.2548591732	152.2693997072	47.675090174	266.0358355931	188.823595057	334.5341114021	226.0435977754	304.2141013049	231.0357695541	235.8449865683	188.3244074507	246.8734293232	257.4118863353	225.7044491911	224.8306783352	79.6721891	212.679002	163.152177	296.728264	222.034673	289.182799	276.951796	149.496588	219.918355	362.261623	137.8336144378	179.0463855638	272.5027112365	101.050233449	212.7097506836	174.6537968019	127.5995661615	215.1386263571	245.856650954	253.3163622938	345.2718652495	351.3644497465	250.8066384091	472.2405871339	257.4278913308	263.1164709762	"2.16145482987876"	"1.04231620794876"	"1.41132669060229"	"3.47733052941864"	"1.4871456848012"	"2.04830495913268"	"2.19602088124703"	"1.70796636059579"	"1.68023015473996"	"UP"
"Pgrmc2"	2.094	26.411	15.664	46.576	34.794	29.185	31.324	54.13	11.189	63.613	67.531	79.647	47.845	19.198	63.623	57.243	20.222	39.508	12.657	46.843	30.51	52.349	76.999	53.018	51.443	36.545	27.622	18.871	63.999	66.263	34.002	60.873	29.371	74.34	90.791	55.258	21.3466878212	15.0596109601	18.3889633528	90.1610810597	63.2240801427	50.9555269023	34.2645272646	8.9955782644	42.0548981446	27.6111203787	62.4855176795	19.217692103	34.4966949715	30.188760361	49.7989446406	11.6950002	18.2523024	37.748935	36.2862965	34.6183093	78.4224539	30.0606041	27.2261997	10.4139611	44.3501072	13.8649197955	35.1399448303	57.3689918393	4.5931924295	13.7232097215	50.4779759543	72.5997531608	21.859004817	55.8161045409	45.8051504422	19.9894237776	56.3860721742	63.4393261858	55.5577161334	45.0210213538	117.1959827055	"2.15588685991572"	"1.9408806115997"	"4.31122318692543"	"1.73772533595542"	"1.34195605953225"	"1.10811997073884"	"2.18634197988354"	"1.16158064969765"	"2.03420440552743"	"UP"
"Srgn"	154.953	119.313	203.345	591.151	573.13	674.481	233.187	309.314	250.956	577.658	540.689	417.178	220.087	178.921	244.896	614.714	430.107	646.13	328.545	477.276	354.473	858.893	800.5	1017.951	166.669	249.862	212.161	385.31	385.623	451.763	234.438	488.113	283.543	442.623	674.916	470.528	342.6143395308	233.7028515652	210.4514694825	706.3291865975	527.0087754175	528.0174164514	933.5805152464	1255.292057804	1041.2579844418	675.3219859298	630.9301576805	954.9714691186	676.6255297957	1048.2296267752	675.3325235226	145.456566	213.47258	341.02004	359.351388	228.003347	448.968549	404.093367	425.718759	534.174945	600.177152	83.1895187731	143.9064407336	205.2044708097	105.6434258785	255.0229806583	201.9119038172	205.6993006224	222.0414699836	570.1216392393	462.2156090072	465.6627130009	402.6245153594	398.3399551204	200.0077780803	460.2148849501	338.949165668	"2.15451712650823"	"-1.0933290671717"	"3.48937419733726"	"2.42301388258062"	"1.39722374958111"	"3.90251582328806"	"1.65945905911978"	"1.22017618243725"	"2.21778743501398"	"UP"
"Cwf19l1"	42.577	10.528	33.939	27.088	33.193	11.367	2.9	19.59	7.459	11.693	15.994	26.693	17.898	3.584	3.03	24.028	15.489	11.74	15.821	11.45	23.853	57.445	49.396	11.568	15.807	13.03	11.787	22.216	1.629	19.422	6.562	10.146	8.472	33.325	0	10.047	0	0	0.6810727168	4.8517173664	5.0918722263	11.8157743542	13.5523876494	8.9955782644	36.7314933162	0	0.8678544122	4.4348520238	7.0044050703	6.3222534787	27.1057546778	0	1.58715673	5.11849967	23.7031453	15.5185524	0	16.262294	12.3755453	41.6558443	37.7183155	18.7584208998	15.0599763558	0	2.2965962148	25.1592178228	11.1051547099	26.3999102403	0	21.2632779203	31.2307843924	14.9920678332	23.7660304205	38.3586623449	46.2980967778	18.854957661	16.0857231164	"2.14425526209948"	"-1.69363511316744"	"-2.12198324371639"	"3.12217938183427"	"3.18910194331461"	"13.7823660714286"	"1.18590651558074"	"-1.93311436249627"	"-1.29690454862148"	"UP"
"Rab8b"	61.423	73.694	145.91	221.482	218.114	112.593	127.615	103.105	125.212	238.547	268.345	277.258	93.564	70.903	80.538	292.693	199.206	211.539	143.442	124.914	151.996	272.863	206.784	257.38	88.326	91.514	73.869	151.926	175.707	226.371	130.044	85.673	184.698	146.971	225.337	103.818	81.6510809162	176.2532245695	170.9492519097	261.5884280072	279.6286497585	197.175734535	133.2225276481	120.213636806	71.333624701	9.2037067929	86.7854412215	41.3919522219	195.247791336	202.3121113197	177.553199246	67.9771889	112.688128	206.659424	220.058831	122.954685	183.312486	232.107288	178.702875	137.831838	229.625789	79.1116011862	65.259897542	43.0267438794	130.9059842408	138.3756980253	115.0897851758	150.6994876217	67.8779623266	216.6196438135	275.5249200839	294.3896956338	311.2883984492	103.2733216979	183.3404632402	182.7776507954	142.4735476028	"2.14312525955979"	"1.23029700065104"	"3.6413412218091"	"1.794314078164"	"1.21670235748491"	"3.19575852392659"	"1.13016363692289"	"-1.1955215654789"	"1.6639607816498"	"UP"
"Blmh"	69.101	19.393	20.306	98.055	84.668	39.477	13.922	48.975	62.872	101.499	104.85	115.381	47.313	52.729	27.014	86.453	88.488	102.157	58.01	55.17	77.662	91.726	81.842	162.911	21.631	37.236	52.095	70.469	70.283	40.313	79.339	6.764	28.806	64.086	72.195	49.397	30.9526973408	34.0235655023	49.7183083243	121.292934161	95.4726042423	78.2795050963	47.5612094867	200.3560613433	86.2391582206	36.8148271716	52.9391191451	41.3919522219	76.3480152668	84.4020839412	58.8341961999	23.3900005	33.3302913	65.2608707	45.3578707	34.6183093	139.199856	86.2394381	50.4922249	92.5004778	91.6016233	23.6519220041	36.8132755365	22.0649968613	45.931924295	61.7544437468	53.5066545116	84.699712021	47.1694314473	135.5533967422	182.5265843377	95.8583731153	97.860125261	66.3899925201	35.1865535512	110.8209756402	135.5796662672	"2.14088820826953"	"1.23836632493976"	"5.16349847335763"	"1.58121013618342"	"1.03659253232077"	"1.93870606387251"	"2.224744844824"	"-1.09669818681147"	"1.721076377699"	"UP"
"Rap1a"	93.53	112.48	154.612	296.127	282.9	269.27	106.152	137.645	200.338	294.676	309.663	232.053	111.638	111.602	112.097	265.131	257.863	268.205	191.431	94.206	115.384	222.83	146.25	277.623	80.007	130.993	143.87	144.282	132.653	167.942	203.418	64.255	141.207	362.301	235.181	185.867	121.676120581	87.011085547	166.8628156091	233.2867433696	155.7264255863	227.4536563175	169.7884037589	354.9164515224	252.8617293506	194.4283060002	210.0207677561	276.4391094817	303.6409597996	302.3617726208	233.8659298944	162.999066	92.0550902	229.692672	174.115697	137.279502	257.813817	144.882256	219.294663	177.037338	250.350138	168.8257880984	89.5231927819	153.3517281857	137.795772885	69.7596494177	156.4817254584	211.1992819224	131.1540289022	165.4548813177	189.4667586471	162.6412207359	169.1582165225	210.9726428971	131.4865948491	210.8676897598	224.0511434077	"2.14084056812816"	"1.04162601626016"	"2.6198079658606"	"1.93120363308604"	"-1.18983530045326"	"1.99600494455293"	"1.6655052511561"	"1.63000928736779"	"1.79537074500164"	"UP"
"Nhp2l1"	147.973	133.535	166.795	148.186	180.288	121.655	118.334	128.881	82.586	262.869	208.812	253.148	210.164	144.11	103.513	151.47	148.58	133.99	116.546	100.972	67.122	146.392	254.242	201.951	77.372	133.754	110.399	137.593	154.296	136.117	56.074	134.71	131.605	176.878	142.203	118.888	148.8931475531	111.5526737781	124.6363071692	224.7962379784	197.3100487674	231.1460858032	129.1312408106	83.4135439062	78.254050978	94.3379946273	146.6673956644	119.7410046418	162.6773077588	141.1443089129	167.8875812989	86.2506268	58.7247989	164.431802	221.521988	150.410585	210.760345	173.957267	241.570645	151.921315	255.323982	88.0830198774	80.3198738978	159.9712272441	78.0842713015	106.3548753418	169.6059992065	93.4996821011	80.5331756417	231.9026248188	260.9505540341	150.8292885037	328.0644199225	290.6406339212	266.6770374403	237.0337534526	207.9654202912	"2.13926682103199"	"1.70831252614957"	"1.71077155967643"	"2.00006932614982"	"1.35920716112532"	"1.4013670113108"	"1.08052885528665"	"1.03350461142645"	"1.28808231958623"	"UP"
"Ola1"	46.765	63.166	81.512	127.104	127.971	103.53	93.391	67.018	47.953	121.612	151.055	143.365	43.947	66.552	71.197	91.754	118.462	115.364	61.701	115.025	41.605	140.369	152.545	54.464	100.944	83.92	51.466	69.036	67.723	44.393	75.76	69.328	101.104	154.662	150.954	43.536	64.5737306592	50.7564665691	126.6795253196	123.7187928442	123.9022241722	96.0031666275	133.7339385028	26.9867347932	117.6472467084	77.0810443906	56.410536794	87.2187564675	115.2224634072	86.4568163218	107.3724080647	118.411877	102.371609	133.080991	122.319935	60.8804749	134.298452	98.0665611	156.921915	91.8878919	232.527198	35.8856747649	40.996602302	84.9502379158	91.86384859	84.6264599494	98.9368328705	68.1997681208	109.2950240852	158.8101069676	152.6838348072	245.3247463615	158.4402028035	32.4573296765	168.5250722713	88.1180674361	114.8980222603	"2.1392014085768"	"1.12793460473313"	"2.26965456099801"	"2.27498743942562"	"1.21674872577234"	"2.10916275994711"	"1.99252903907075"	"2.22899162765973"	"1.79878455672069"	"UP"
"Mrpl14"	18.846	44.327	49.894	41.061	26.201	54.223	25.523	12.888	18.649	39.758	58.201	26.693	32.074	25.597	37.871	26.855	32.986	49.78	22.149	20.819	68.787	32.429	69.251	45.307	38.963	29.771	16.555	40.131	40.494	50.595	0	33.255	3.389	35.034	70.007	96.282	0.5336671955	46.2943596179	104.2041256661	61.8593964221	35.6431055838	131.45048969	27.6161861536	102.2224802772	59.0897935956	28.7615837278	14.7535250077	93.1318924992	39.5748886475	49.1555207972	30.8879530049	21.1971879	6.34862691	40.9479973	33.0673509	29.8433701	79.4027346	79.8330799	20.7909162	26.3411957	14.9215314	71.7713495297	34.3032794772	14.3422479598	29.8557507918	67.4724477975	49.4684164352	24.1999177203	109.2950240852	61.131924021	49.2752375969	68.600067964	70.8320906651	38.3586623449	161.1173767869	44.2514312452	88.4714771405	"2.13191055820687"	"-1.03277327833392"	"-1.1149202676191"	"2.0455551040679"	"1.37352210028497"	"1.41257716530523"	"20.657125995869"	"1.7288240233121"	"2.35151657653421"	"UP"
"Mapre2"	34.201	24.01	13.634	87.024	86.69	80.028	51.046	42.788	4.795	91.209	56.868	114.089	29.416	16.126	40.395	116.253	47.184	105.205	20.567	14.573	9.43	97.749	50.364	66.996	22.463	28.088	17.995	66.886	46.312	59.898	25.651	36.637	6.213	49.56	14.22	125.586	28.2843613631	18.4061911734	29.2861268212	79.6490267657	74.6807926517	118.8962294387	42.1913955124	82.595764064	13.3085120711	14.9560235385	32.9784676642	17.7394080951	45.703743084	44.8879996991	34.0397849442	17.5425004	29.3623995	74.2182451	65.2568075	46.5556573	51.9548757	48.2940854	74.7482938	54.5201492	84.5553446	16.3116703477	25.9366259462	11.0324984306	0	24.0156170127	25.2389879772	3.29998878	9.2037915019	71.7635629812	102.0205623484	62.2397967621	74.5600954369	53.111994016	98.151965169	41.5578658651	81.5775958048	"2.13164906048425"	"1.05212827315723"	"3.7987921699292"	"4.597268921979"	"-1.57031763090334"	"2.27753603481099"	"1.93208841760555"	"-1.20859564164649"	"2.20629479588657"	"UP"
"Ap1s2"	20.94	9.604	27.267	57.853	34.457	75.267	13.922	81.453	15.452	42.097	29.767	32.72	23.036	30.204	35.851	53.592	84.186	44.475	11.602	24.462	6.657	47.716	105.571	30.847	51.304	20.883	25.103	70.23	43.985	41.618	57.267	31.564	35.019	111.937	72.195	30.141	42.6933756425	52.4297566757	0	41.2395976147	36.9160736404	53.9094704908	26.3376590168	13.9022573177	39.3931957304	58.6736308048	39.9213029619	19.217692103	69.5187203232	93.0951824745	60.5151732341	10.2331252	33.3302913	83.815432	56.7704962	10.7436132	76.4618926	56.178834	28.2162433	18.9901643	13.2635835	26.9142560737	35.1399448303	17.651997489	0	4.5744032405	41.3919402825	10.9999626001	17.2571090661	83.0596793763	20.8205229283	51.7907797874	54.9880703847	11.8026653369	72.2250309734	58.1040532002	57.4490111302	"2.1175252394512"	"-1.76812347188264"	"1.56255969436485"	"4.1127391828995"	"-1.12314527621762"	"1.57979075619123"	"2.06159513407008"	"1.64135500738888"	"2.87595108154404"	"UP"
"Gnpda1"	0	27.335	0	32.113	50.379	38.709	8.121	33.509	9.058	19.177	48.871	14.638	19.138	0.256	11.614	14.605	13.481	22.35	34.806	36.433	23.853	63.931	0	61.694	14.837	27.657	35.81	46.342	35.607	47.657	0	0	27.677	23.071	0	39.35	1.0673343911	21.7527713867	0	43.2611465174	48.3727861494	50.2170410052	27.6161861536	35.1645332154	30.3434075221	25.3101936805	50.3355559085	62.0879283328	32.2202633236	77.1314924406	43.2851586328	19.0043754	0	0	17.265254	22.6809612	0	14.2911069	17.3257635	7.35103135	18.6519142	13.0493362781	0	19.8584971751	0	0	0	8.7999700801	0	33.2238717505	34.0068541161	27.7126102371	38.6780495079	42.7846618463	7.4076954845	13.852621955	25.2775648973	"2.11713402517112"	"-2.01851175887782"	"Inf"	"1.7725104866977"	"4.22416980486135"	"5.312037196487"	"Inf"	"-2.0086688916822"	"-1.19877768627281"	"UP"
"Nsmf"	0.698	12.375	1.45	22.43	57.54	15.668	5.221	14.95	19.181	4.677	31.544	39.178	1.595	0.512	15.401	55.005	52.347	29.801	14.766	8.328	14.423	39.841	61.502	21.689	8.32	7.551	11.337	9.077	26.298	21.544	16.703	18.6	10.732	29.052	25.159	7.535	32.5536989274	0	0.6810727168	30.3232335402	87.8347959029	46.5246115195	69.0404653839	98.9513609083	75.5923485638	106.9930914676	90.2568588704	1.4782840079	66.8920684218	69.0706192552	66.6087149834	0	0	11.5166242	45.9431335	1.1937348	5.88168404	57.1644276	24.7510907	39.8180865	34.4024196	22.8363384867	18.4066377682	2.2064996861	0	0	40.3823807634	0	5.7523696887	25.2501425304	18.0444532045	14.0834576615	11.1840143155	33.9326628436	53.7057922623	44.2514312452	22.9796044521	"2.10996655518395"	"1.40633080695497"	"21.7544827586207"	"2.76232406572835"	"-1.31389774353053"	"24.9786833855799"	"1.50625636113273"	"1.16779613813591"	"3.02391826923077"	"UP"
"Cox5a"	95.624	136.675	128.215	256.292	294.442	278.64	200.703	148.471	184.887	263.337	423.843	388.764	148.674	216.292	164.863	197.995	189.167	250.708	141.86	79.112	155.325	242.751	307.996	270.875	96.784	167.581	108.06	203.763	123.111	180.51	150.923	153.31	149.679	283.689	441.922	267.916	148.3594803576	126.0545213693	203.6407423148	347.7064112615	321.2122729396	392.8744972757	292.7827143131	307.4852206738	231.0357695541	329.0325178466	105.8782382903	103.4798805547	239.3755432792	274.3858009774	228.402754533	144.725628	146.811997	335.261728	256.345127	343.795623	258.794098	195.147529	239.590558	276.888848	404.953783	75.0336835993	173.1897280921	131.2867313245	84.9740599458	168.1093190886	170.6155587256	185.8993679421	59.8246447624	291.7055939697	445.5591906646	278.9433227147	457.1465851476	416.0439531257	270.3808851826	297.4465769786	350.438967894	"2.10271138587353"	"1.39521963824289"	"3.03212572631907"	"1.90945298181306"	"1.36809010328544"	"1.64303088018537"	"1.87969361860021"	"1.57159714143261"	"2.6252915047196"	"UP"
"Fut8"	0	9.604	26.687	56.872	78.602	56.834	8.701	17.012	12.255	25.726	27.545	8.61	24.809	4.863	25.247	55.005	41.591	40.637	24.259	13.532	8.876	42.157	25.182	20.725	32.585	24.464	18.715	41.326	60.974	22.033	7.755	23.673	13.556	20.508	61.257	0.837	13.8753470838	14.5018475912	0	54.986130153	112.8698343487	9.6003166628	23.7806047433	11.448917791	17.5672359338	0	0.8678544122	0	21.7136557181	10.9058872508	24.5842891264	35.0850007	5.55504855	9.59718687	117.930464	91.9175798	20.5858942	83.7754542	9.40541445	27.5663676	9.53320061	15.4960868303	38.4866062427	2.2064996861	0	0	21.2007499008	26.3999102403	19.5580569416	43.8555107107	21.5145403592	25.8953898937	54.5220697882	92.9459895281	46.2980967778	27.70524391	16.0857231164	"2.09922480620155"	"-2.2106818005131"	"2.67867555185339"	"1.86092225835058"	"-1.65161623381781"	"1.01503486637914"	"1.51283564473296"	"-2.01511605227228"	"-1.19290033157792"	"UP"
