"","Feature.ID","rfTestPred","X1","X2"
"8101","Fignl1","2",0.006,0.994
"8513","Gcat","2",0.006,0.994
"22458","Gmnn","2",0.006,0.994
"23182","Hist1h2ae","2",0.006,0.994
"25430","Mad2l1","2",0.006,0.994
"27553","Mybl2","2",0.006,0.994
"28530","Nuf2","2",0.006,0.994
"31169","Prc1","2",0.006,0.994
"31988","Rcc1","2",0.006,0.994
"33088","S100a11","2",0.006,0.994
"33343","Sec11c","2",0.006,0.994
"36882","Tubb4b","2",0.006,0.994
"702","2700029M09Rik","2",0.007,0.993
"4866","Cdca5","2",0.007,0.993
"5006","Cenpf","2",0.007,0.993
"5011","Cenpl","2",0.007,0.993
"6268","Dbf4","2",0.007,0.993
"8328","Fut7","2",0.007,0.993
"22865","Gtse1","2",0.007,0.993
"23581","Ide","2",0.007,0.993
"27975","Ndc80","2",0.007,0.993
"32075","Rfc5","2",0.007,0.993
"35250","Tacc3","2",0.007,0.993
"35934","Tmem2","2",0.007,0.993
"2751","Alyref","2",0.008,0.992
"4317","Calm3","2",0.008,0.992
"4413","Casc5","2",0.008,0.992
"5634","Cpd","2",0.008,0.992
"6495","Depdc1a","2",0.008,0.992
"7158","Ehd1","2",0.008,0.992
"7590","Fabp5","2",0.008,0.992
"8225","Foxm1","2",0.008,0.992
"25690","Mcm5","2",0.008,0.992
"27922","Nav2","2",0.008,0.992
"30915","Pole","2",0.008,0.992
"32211","Rilpl2","2",0.008,0.992
"34029","Slc39a4","2",0.008,0.992
"35447","Tcf19","2",0.008,0.992
"3293","Aspm","2",0.009,0.991
"4857","Cdc45","2",0.009,0.991
"7093","Eea1","2",0.009,0.991
"7681","Fam162a","2",0.009,0.991
"25604","Marcks","2",0.009,0.991
"25686","Mcm2","2",0.009,0.991
"26659","Mmd","2",0.009,0.991
"30482","Pgk1","2",0.009,0.991
"34606","Spag5","2",0.009,0.991
"38017","Wdhd1","2",0.009,0.991
"2230","Acot11","2",0.01,0.99
"2531","Ahr","2",0.01,0.99
"3396","Atp2b4","2",0.01,0.99
"3860","Bcl2a1b","2",0.01,0.99
"3944","Blmh","2",0.01,0.99
"4837","Cdc25b","2",0.01,0.99
"4859","Cdc6","2",0.01,0.99
"7474","Etfb","2",0.01,0.99
"8120","Fkbp5","2",0.01,0.99
"22966","H2afv","2",0.01,0.99
"24229","Itfg3","2",0.01,0.99
"25514","Manf","2",0.01,0.99
"25605","Marcksl1","2",0.01,0.99
"28156","Nhp2l1","2",0.01,0.99
"29977","Osbpl3","2",0.01,0.99
"33153","Sapcd2","2",0.01,0.99
"34224","Smc2","2",0.01,0.99
"3320","Atad2","2",0.011,0.989
"4814","Cd82","2",0.011,0.989
"4980","Cebpb","2",0.011,0.989
"7003","E2f1","2",0.011,0.989
"7547","Ezh2","2",0.011,0.989
"8264","Frmd4b","2",0.011,0.989
"23154","Higd1a","2",0.011,0.989
"26691","Mms22l","2",0.011,0.989
"28634","Odc1","2",0.011,0.989
"30274","Pcna","2",0.011,0.989
"34182","Slmo2","2",0.011,0.989
"34649","Spc25","2",0.011,0.989
"34914","St6galnac4","2",0.011,0.989
"4867","Cdca7","2",0.012,0.988
"7981","Fbxw8","2",0.012,0.988
"24562","Kif2c","2",0.012,0.988
"25028","Lgals3","2",0.012,0.988
"25187","Lrba","2",0.012,0.988
"25802","Mesdc1","2",0.012,0.988
"31422","Psat1","2",0.012,0.988
"31468","Psmc1","2",0.012,0.988
"31789","Rad51","2",0.012,0.988
"32275","Rnaseh2b","2",0.012,0.988
"33094","S100a4","2",0.012,0.988
"34464","Snrnp25","2",0.012,0.988
"35036","Stx11","2",0.012,0.988
"4697","Ccp110","2",0.013,0.987
"7161","Ehd4","2",0.013,0.987
"8357","Fzr1","2",0.013,0.987
"8426","Galk1","2",0.013,0.987
"24185","Irf4","2",0.013,0.987
"25685","Mcm10","2",0.013,0.987
"28064","Nek2","2",0.013,0.987
"28155","Nhp2","2",0.013,0.987
"30897","Podnl1","2",0.013,0.987
"31826","Ran","2",0.013,0.987
"32073","Rfc3","2",0.013,0.987
"33591","Sgol1","2",0.013,0.987
"37343","Vdac1","2",0.013,0.987
"7126","Efhd2","2",0.014,0.986
"30843","Plxnd1","2",0.014,0.986
"30880","Pnp","2",0.014,0.986
"33769","Slbp","2",0.014,0.986
"36121","Tnfaip8_1","2",0.014,0.986
"2076","Abracl","2",0.015,0.985
"4668","Ccna2","2",0.015,0.985
"23015","Haus4","2",0.015,0.985
"24083","Incenp","2",0.015,0.985
"24539","Kif14","2",0.015,0.985
"25039","Lgmn","2",0.015,0.985
"30906","Pola1","2",0.015,0.985
"31199","Prep","2",0.015,0.985
"31759","Rab8b","2",0.015,0.985
"35991","Tmem256","2",0.015,0.985
"36923","Txn1","2",0.015,0.985
"37046","Ubl3","2",0.015,0.985
"3323","Atad5","2",0.016,0.984
"4403","Carhsp1","2",0.016,0.984
"4680","Ccne1","2",0.016,0.984
"5013","Cenpn","2",0.016,0.984
"5249","Ckap5","2",0.016,0.984
"5903","Ctsz","2",0.016,0.984
"6539","Dhrs1","2",0.016,0.984
"8017","Fen1","2",0.016,0.984
"8803","Gm10143","2",0.016,0.984
"23286","Hmgn2","2",0.016,0.984
"25025","Lgals1","2",0.016,0.984
"25929","Mid1ip1","2",0.016,0.984
"28024","Ndufb9","2",0.016,0.984
"30197","Pbk","2",0.016,0.984
"36710","Trpv2","2",0.016,0.984
"6917","Dut","2",0.017,0.983
"7074","Ect2","2",0.017,0.983
"24016","Il1r2","2",0.017,0.983
"31595","Ptprj","2",0.017,0.983
"33082","Ryk","2",0.017,0.983
"34476","Snrpd1","2",0.017,0.983
"2561","AI662270","2",0.018,0.982
"3546","Azin1","2",0.018,0.982
"6253","Dap","2",0.018,0.982
"20238","Gm2a","2",0.018,0.982
"22806","Gsr","2",0.018,0.982
"24598","Klf10","2",0.018,0.982
"25623","Mast2","2",0.018,0.982
"33096","S100a6","2",0.018,0.982
"35744","Tkt","2",0.018,0.982
"2376","Adap1","2",0.019,0.981
"2492","Agfg1","2",0.019,0.981
"5822","Cst3","2",0.019,0.981
"7428","Erh","2",0.019,0.981
"7644","Fam129a","2",0.019,0.981
"8484","Gatad1","2",0.019,0.981
"25692","Mcm7","2",0.019,0.981
"32115","Rgs16","2",0.019,0.981
"32375","Rnpep","2",0.019,0.981
"34477","Snrpd2","2",0.019,0.981
"23608","Ifi30","2",0.02,0.98
"24248","Itgb1","2",0.02,0.98
"24550","Kif20b","2",0.02,0.98
"32078","Rfk","2",0.02,0.98
"33329","Sdhd","2",0.02,0.98
"2324","Adam19","2",0.021,0.979
"3682","Bard1","2",0.021,0.979
"3876","Bcl7c","2",0.021,0.979
"4704","Ccr4","2",0.021,0.979
"7173","Eif1ax","2",0.021,0.979
"22900","Gzmb","2",0.021,0.979
"23420","Hras","2",0.021,0.979
"25324","Lsm6","2",0.021,0.979
"31910","Rbbp7","2",0.021,0.979
"32630","Rpia","2",0.021,0.979
"37025","Ube2n","2",0.021,0.979
"4202","C330027C09Rik","2",0.022,0.978
"6357","Ddx1","2",0.022,0.978
"22772","Grn","2",0.022,0.978
"24549","Kif20a","2",0.022,0.978
"27854","Naa50","2",0.022,0.978
"28556","Nup93","2",0.022,0.978
"30095","Paics","2",0.022,0.978
"31696","Rab11a","2",0.022,0.978
"4354","Canx","2",0.023,0.977
"4702","Ccr2","2",0.023,0.977
"6500","Dera","2",0.023,0.977
"8414","Gadd45b","2",0.023,0.977
"11830","Gm14005","2",0.023,0.977
"25469","Maged1","2",0.023,0.977
"28052","Nedd8","2",0.023,0.977
"30067","Pabpc4","2",0.023,0.977
"33117","Sae1","2",0.023,0.977
"33651","Shcbp1","2",0.023,0.977
"37196","Uqcc2","2",0.023,0.977
"2678","Alcam","2",0.024,0.976
"6872","Dtl","2",0.024,0.976
"23151","Hif1a","2",0.024,0.976
"30586","Pif1","2",0.024,0.976
"34471","Snrpa","2",0.024,0.976
"38275","Ywhae","2",0.024,0.976
"3673","Baiap3","2",0.025,0.975
"4146","C1qbp","2",0.025,0.975
"4252","Cab39","2",0.025,0.975
"5592","Coro2b","2",0.025,0.975
"5609","Cox5a","2",0.025,0.975
"5824","Cst7","2",0.025,0.975
"8560","Gdpd5","2",0.025,0.975
"24015","Il1r1","2",0.025,0.975
"25940","Mif4gd","2",0.025,0.975
"27548","Myadm","2",0.025,0.975
"31565","Ptplad1","2",0.025,0.975
"33592","Sgol2","2",0.025,0.975
"34043","Slc43a3","2",0.025,0.975
"35714","Timm13","2",0.025,0.975
"35839","Tmem109","2",0.025,0.975
"36148","Tnfsf11","2",0.025,0.975
"37177","Ung","2",0.025,0.975
"37344","Vdac2","2",0.025,0.975
"2025","Abcc4","2",0.026,0.974
"2699","Aldoa","2",0.026,0.974
"4418","Casp1","2",0.026,0.974
"4809","Cd74","2",0.026,0.974
"5479","Cntrob","2",0.026,0.974
"6726","Dnajc9","2",0.026,0.974
"7004","E2f2","2",0.026,0.974
"24915","Larp1b_1","2",0.026,0.974
"30468","Pgam1","2",0.026,0.974
"30911","Pold3","2",0.026,0.974
"31172","Prdm1","2",0.026,0.974
"35885","Tmem160","2",0.026,0.974
"37950","Vrk1","2",0.026,0.974
"38523","Zfp367","2",0.026,0.974
"23574","Icos","2",0.027,0.973
"25272","Lrrc59","2",0.027,0.973
"31112","Ppp2r1a","2",0.027,0.973
"31603","Ptprs","2",0.027,0.973
"198","1700017B05Rik","2",0.028,0.972
"3922","Bhlhe40","2",0.028,0.972
"4543","Ccdc167","2",0.028,0.972
"5572","Cops6","2",0.028,0.972
"5886","Ctsb","2",0.028,0.972
"5986","Cyfip1","2",0.028,0.972
"6262","Dars2","2",0.028,0.972
"6883","Dtymk","2",0.028,0.972
"24112","Inppl1","2",0.028,0.972
"25588","Mapre2","2",0.028,0.972
"28075","Nelfe","2",0.028,0.972
"30538","Phgdh","2",0.028,0.972
"35728","Timp2","2",0.028,0.972
"36080","Tmpo","2",0.028,0.972
"2960","Ap3s1","2",0.029,0.971
"4373","Caprin1","2",0.029,0.971
"4569","Ccdc34","2",0.029,0.971
"5431","Cnih4","2",0.029,0.971
"22450","Gmds","2",0.029,0.971
"25561","Map7d1","2",0.029,0.971
"25762","Med30","2",0.029,0.971
"27852","Naa38","2",0.029,0.971
"28503","Nucks1","2",0.029,0.971
"32351","Rnf26","2",0.029,0.971
"35676","Thoc6","2",0.029,0.971
"37199","Uqcrb","2",0.029,0.971
"3968","Bmp7","2",0.03,0.97
"7456","Espl1","2",0.03,0.97
"22724","Grb2","2",0.03,0.97
"25630","Matk","2",0.03,0.97
"27226","Mrpl12","2",0.03,0.97
"35025","Strap","2",0.03,0.97
"35050","Stx8","2",0.03,0.97
"3692","Baz1a","2",0.031,0.969
"4371","Capns1","2",0.031,0.969
"4471","Cbx5","2",0.031,0.969
"6373","Ddx39","2",0.031,0.969
"23171","Hirip3","2",0.031,0.969
"23985","Il12rb1","2",0.031,0.969
"28328","Npas4","2",0.031,0.969
"34797","Src","2",0.031,0.969
"35048","Stx6","2",0.031,0.969
"35742","Tk1","2",0.031,0.969
"2456","Aebp2","2",0.032,0.968
"24209","Isg15","2",0.032,0.968
"25419","M6pr","2",0.032,0.968
"26618","Mki67","2",0.032,0.968
"31343","Prr11","2",0.032,0.968
"31658","Pygb","2",0.032,0.968
"35183","Syngr2","2",0.032,0.968
"35201","Syt11","2",0.032,0.968
"6535","Dhfr","2",0.033,0.967
"23192","Hist1h2ap","2",0.033,0.967
"23584","Idh3a","2",0.033,0.967
"28564","Nutf2","2",0.033,0.967
"31582","Ptpn5","2",0.033,0.967
"35735","Tipin","2",0.033,0.967
"2925","Anxa4","2",0.034,0.966
"23256","Hmbs","2",0.034,0.966
"25715","Mdfic","2",0.034,0.966
"27116","Mogs","2",0.034,0.966
"28250","Nme1","2",0.034,0.966
"30308","Pdcd1lg2","2",0.034,0.966
"30781","Plekhb2","2",0.034,0.966
"30864","Pnkd","2",0.034,0.966
"31606","Ptprv","2",0.034,0.966
"36145","Tnfrsf8","2",0.034,0.966
"2899","Anln","2",0.035,0.965
"5012","Cenpm","2",0.035,0.965
"7223","Eif4h","2",0.035,0.965
"23265","Hmgb1","2",0.035,0.965
"24656","Klhl5","2",0.035,0.965
"24975","Lcorl","2",0.035,0.965
"25720","Mdh1","2",0.035,0.965
"27281","Mrps18c","2",0.035,0.965
"31121","Ppp2r4","2",0.035,0.965
"31652","Pycard","2",0.035,0.965
"32360","Rnf43","2",0.035,0.965
"36230","Tox2","2",0.035,0.965
"4815","Cd83","2",0.036,0.964
"5875","Ctps","2",0.036,0.964
"6124","D030056L22Rik","2",0.036,0.964
"7515","Exoc2","2",0.036,0.964
"15511","Gm21972","2",0.036,0.964
"27097","Mns1","2",0.036,0.964
"30139","Paqr4","2",0.036,0.964
"33616","Sh3bgrl","2",0.036,0.964
"33719","Siva1","2",0.036,0.964
"35380","Tbc1d31","2",0.036,0.964
"2065","Abi2","2",0.037,0.963
"2506","Agpat4","2",0.037,0.963
"3809","BC052040","2",0.037,0.963
"5374","Clstn1","2",0.037,0.963
"5585","Coq7","2",0.037,0.963
"6746","Dnmt1","2",0.037,0.963
"7054","Ebi3","2",0.037,0.963
"28109","Nfatc1","2",0.037,0.963
"30420","Penk","2",0.037,0.963
"31837","Rap1a","2",0.037,0.963
"34206","Smap1","2",0.037,0.963
"4096","Bub1","2",0.038,0.962
"7452","Esco2","2",0.038,0.962
"8071","Fgfr1op","2",0.038,0.962
"22812","Gstcd","2",0.038,0.962
"23974","Ikzf3","2",0.038,0.962
"24734","Kpna3","2",0.038,0.962
"25437","Maf","2",0.038,0.962
"28274","Noa1","2",0.038,0.962
"30170","Parpbp","2",0.038,0.962
"35393","Tbcd","2",0.038,0.962
"35818","Tmed10","2",0.038,0.962
"36996","Ubash3b","2",0.038,0.962
"3847","Bcat1","2",0.039,0.961
"5978","Cyb5r4","2",0.039,0.961
"22468","Gna15","2",0.039,0.961
"22495","Gng2","2",0.039,0.961
"25442","Mafg_1","2",0.039,0.961
"30059","P4hb","2",0.039,0.961
"30504","Phactr2","2",0.039,0.961
"30850","Pmf1","2",0.039,0.961
"30945","Polr2m","2",0.039,0.961
"33876","Slc25a13","2",0.039,0.961
"36979","Uap1l1","2",0.039,0.961
"5242","Cited2","2",0.04,0.96
"6569","Diap3","2",0.04,0.96
"8008","Fdps","2",0.04,0.96
"32370","Rnh1","2",0.04,0.96
"4067","Btbd19","2",0.041,0.959
"5046","Cep85","2",0.041,0.959
"5665","Cpsf2","2",0.041,0.959
"5712","Crem","2",0.041,0.959
"6822","Dpy30","2",0.041,0.959
"22986","Hadh","2",0.041,0.959
"23244","Hivep3_1","2",0.041,0.959
"23578","Id2","2",0.041,0.959
"24272","Itpa","2",0.041,0.959
"27300","Mrps6","2",0.041,0.959
"27425","Mthfd1","2",0.041,0.959
"30368","Pdk3","2",0.041,0.959
"33734","Ska1","2",0.041,0.959
"38285","Zap70","2",0.041,0.959
"3090","Arhgap19","2",0.042,0.958
"6270","Dbi","2",0.042,0.958
"8568","Gemin8","2",0.042,0.958
"8575","Gfm1","2",0.042,0.958
"31226","Prkar1a","2",0.042,0.958
"949","4930427A07Rik","2",0.043,0.957
"2946","Ap1s1","2",0.043,0.957
"3298","Ass1","2",0.043,0.957
"4018","Brca2","2",0.043,0.957
"24146","Ipo5","2",0.043,0.957
"25185","Lpxn","2",0.043,0.957
"28060","Neil3","2",0.043,0.957
"31186","Prdx1","2",0.043,0.957
"31460","Psmb5","2",0.043,0.957
"38278","Ywhaq","2",0.043,0.957
"4316","Calm2","2",0.044,0.956
"5250","Ckb","2",0.044,0.956
"6618","Dlgap5","2",0.044,0.956
"7425","Ergic1","2",0.044,0.956
"7873","Farsb","2",0.044,0.956
"23282","Hmgcr","2",0.044,0.956
"24259","Itgb8","2",0.044,0.956
"24566","Kif4","2",0.044,0.956
"25528","Map2k3","2",0.044,0.956
"30440","Pex16","2",0.044,0.956
"34533","Sod2","2",0.044,0.956
"2621","Akip1","2",0.045,0.955
"6259","Dapp1","2",0.045,0.955
"24858","Ksr1","2",0.045,0.955
"27293","Mrps33","2",0.045,0.955
"28521","Nudt21","2",0.045,0.955
"30400","Pdzk1ip1","2",0.045,0.955
"30501","Pgrmc2","2",0.045,0.955
"30693","Pkm","2",0.045,0.955
"31213","Prim2","2",0.045,0.955
"38671","Zfp703","2",0.045,0.955
"2953","Ap2s1","2",0.046,0.954
"6734","Dnase2a","2",0.046,0.954
"22802","Gskip","2",0.046,0.954
"23301","Hn1l","2",0.046,0.954
"30799","Plekho1","2",0.046,0.954
"35257","Tada2a","2",0.046,0.954
"3208","Arpc4","2",0.047,0.953
"3458","Atpif1","2",0.047,0.953
"4575","Ccdc41","2",0.047,0.953
"4600","Ccdc69","2",0.047,0.953
"31111","Ppp2cb","2",0.047,0.953
"31783","Rad18","2",0.047,0.953
"33345","Sec14l1","2",0.047,0.953
"33843","Slc22a15","2",0.047,0.953
"36647","Trip13","2",0.047,0.953
"36986","Uba6","2",0.047,0.953
"5927","Cutc","2",0.048,0.952
"8627","Gins3","2",0.048,0.952
"24961","Lclat1","2",0.048,0.952
"25132","Lmna","2",0.048,0.952
"26612","Mis18a","2",0.048,0.952
"27995","Ndufa11","2",0.048,0.952
"36229","Tox","2",0.048,0.952
"36730","Tsen34","2",0.048,0.952
"37024","Ube2m","2",0.048,0.952
"744","2810428I15Rik","2",0.049,0.951
"3391","Atp2a2","2",0.049,0.951
"7067","Eci1","2",0.049,0.951
"7214","Eif4e2","2",0.049,0.951
"7962","Fbxw11","2",0.049,0.951
"23223","Hist1h4i","2",0.049,0.951
"23277","Hmgb2","2",0.049,0.951
"30495","Pgp","2",0.049,0.951
"34900","St14","2",0.049,0.951
"37204","Uqcrq","2",0.049,0.951
"37929","Vps29","2",0.049,0.951
"37955","Vsig10","2",0.049,0.951
"6868","Dstn","2",0.05,0.95
"7846","Fam92a","2",0.05,0.95
"23485","Hspa14_1","2",0.05,0.95
"24126","Ints10","2",0.05,0.95
"27253","Mrpl4","2",0.05,0.95
"27266","Mrpl51","2",0.05,0.95
"27285","Mrps23","2",0.05,0.95
"28430","Nrn1","2",0.05,0.95
"30909","Pold1","2",0.05,0.95
"31496","Psmg2","2",0.05,0.95
"32934","Rps27l","2",0.05,0.95
"34073","Slc52a2","2",0.05,0.95
"34502","Snx19","2",0.05,0.95
"34503","Snx2","2",0.05,0.95
"2880","Ankrd50","2",0.051,0.949
"4118","C030034L19Rik","2",0.051,0.949
"4766","Cd2bp2","2",0.051,0.949
"4915","Cdk2ap1","2",0.051,0.949
"5112","Chaf1b","2",0.051,0.949
"7150","Egln3","2",0.051,0.949
"7212","Eif4e","2",0.051,0.949
"23507","Hspd1","2",0.051,0.949
"24977","Lcp2","2",0.051,0.949
"25411","Lzic","2",0.051,0.949
"32318","Rnf157","2",0.051,0.949
"35097","Sumo3","2",0.051,0.949
"35719","Timm23","2",0.051,0.949
"4355","Cap1","2",0.052,0.948
"4958","Cdv3","2",0.052,0.948
"5010","Cenpk","2",0.052,0.948
"5409","Cmtm7","2",0.052,0.948
"5981","Cybb","2",0.052,0.948
"7472","Etf1","2",0.052,0.948
"8828","Gm10184","2",0.052,0.948
"27274","Mrps12","2",0.052,0.948
"30578","Pias3","2",0.052,0.948
"31035","Ppif","2",0.052,0.948
"33818","Slc17a5","2",0.052,0.948
"34998","Stk35","2",0.052,0.948
"35696","Tiam1","2",0.052,0.948
"35741","Tjp3","2",0.052,0.948
"38399","Zdhhc6","2",0.052,0.948
"4295","Cad","2",0.053,0.947
"6336","Dcxr","2",0.053,0.947
"24615","Klhdc10","2",0.053,0.947
"24903","Lamtor4","2",0.053,0.947
"28006","Ndufa9","2",0.053,0.947
"28124","Nfkb2","2",0.053,0.947
"28506","Nudcd2","2",0.053,0.947
"30305","Pdcd1","2",0.053,0.947
"31249","Prkrir","2",0.053,0.947
"31710","Rab19","2",0.053,0.947
"33064","Runx3","2",0.053,0.947
"36215","Top2a","2",0.053,0.947
"36929","Txndc17","2",0.053,0.947
"2696","Aldh7a1","2",0.054,0.946
"3037","Apool","2",0.054,0.946
"4918","Cdk4","2",0.054,0.946
"7923","Fbxl8","2",0.054,0.946
"28502","Nucb2","2",0.054,0.946
"35923","Tmem189","2",0.054,0.946
"3994","Bora","2",0.055,0.945
"7418","Ercc6l","2",0.055,0.945
"8012","Fdxr","2",0.055,0.945
"24219","Isoc2a","2",0.055,0.945
"25939","Mif","2",0.055,0.945
"27853","Naa40","2",0.055,0.945
"30862","Pmvk","2",0.055,0.945
"31457","Psmb2","2",0.055,0.945
"33605","Sh2d1a","2",0.055,0.945
"38006","Wbp5","2",0.055,0.945
"4507","Ccdc124","2",0.056,0.944
"24498","Kdelr2","2",0.056,0.944
"27996","Ndufa12","2",0.056,0.944
"34978","Stil","2",0.056,0.944
"35813","Tmco4","2",0.056,0.944
"2060","Abhd4","2",0.057,0.943
"4684","Ccng2","2",0.057,0.943
"4781","Cd38","2",0.057,0.943
"13960","Gm16279","2",0.057,0.943
"23069","Hdgf","2",0.057,0.943
"25545","Map3k5","2",0.057,0.943
"33219","Scd2","2",0.057,0.943
"34814","Srgn","2",0.057,0.943
"12","0610010K14Rik","2",0.058,0.942
"4836","Cdc25a","2",0.058,0.942
"5416","Cnbd2","2",0.058,0.942
"6584","Dis3","2",0.058,0.942
"7009","E2f7","2",0.058,0.942
"24244","Itgal","2",0.058,0.942
"28303","Nop9","2",0.058,0.942
"30260","Pcgf2","2",0.058,0.942
"30813","Plk3","2",0.058,0.942
"31212","Prim1","2",0.058,0.942
"31475","Psmd1","2",0.058,0.942
"33904","Slc25a39","2",0.058,0.942
"37099","Uchl5","2",0.058,0.942
"37197","Uqcr10","2",0.058,0.942
"32","1110001A16Rik","2",0.059,0.941
"1696","9430038I01Rik","2",0.059,0.941
"6150","D1Ertd622e","2",0.059,0.941
"22839","Gtf2e2","2",0.059,0.941
"25756","Med24","2",0.059,0.941
"27290","Mrps28","2",0.059,0.941
"27333","Msh6","2",0.059,0.941
"31038","Ppil1","2",0.059,0.941
"31479","Psmd13","2",0.059,0.941
"31786","Rad23a","2",0.059,0.941
"32231","Ripk3","2",0.059,0.941
"34617","Spata13","2",0.059,0.941
"36870","Tuba1b","2",0.059,0.941
"38587","Zfp52","2",0.059,0.941
"641","2410127L17Rik","2",0.06,0.94
"2435","Adprh","2",0.06,0.94
"3943","Blm","2",0.06,0.94
"5029","Cep170b","2",0.06,0.94
"7055","Ebna1bp2","2",0.06,0.94
"33797","Slc15a3","2",0.06,0.94
"863","4833439L19Rik","2",0.061,0.939
"2528","Ahi1","2",0.061,0.939
"23248","Hk2","2",0.061,0.939
"24367","Kbtbd4","2",0.061,0.939
"27974","Ndc1","2",0.061,0.939
"28366","Nptn","2",0.061,0.939
"28456","Nsmf","2",0.061,0.939
"34653","Spcs3","2",0.061,0.939
"2554","AI597468","2",0.062,0.938
"5610","Cox5b","2",0.062,0.938
"6938","Dynll2","2",0.062,0.938
"7811","Fam64a","2",0.062,0.938
"7848","Fam96a","2",0.062,0.938
"24714","Klrg1","2",0.062,0.938
"27622","Myo5a","2",0.062,0.938
"27844","Naa10","2",0.062,0.938
"33800","Slc16a1","2",0.062,0.938
"33939","Slc29a1","2",0.062,0.938
"38019","Wdr1","2",0.062,0.938
"1248","4930579G24Rik","2",0.063,0.937
"3201","Arnt2","2",0.063,0.937
"23021","Havcr2","2",0.063,0.937
"28409","Nrarp","2",0.063,0.937
"32074","Rfc4","2",0.063,0.937
"32297","Rnf125","2",0.063,0.937
"33032","Rtca","2",0.063,0.937
"34009","Slc38a1","2",0.063,0.937
"2318","Adam10","2",0.064,0.936
"2644","Akt1","2",0.064,0.936
"5026","Cep152","2",0.064,0.936
"6479","Dek","2",0.064,0.936
