"","Feature.ID","rfTestPred","X1","X2"
"25187","Lrba","2",0.02,0.98
"36148","Tnfsf11","2",0.02,0.98
"37223","Usmg5","2",0.02,0.98
"37909","Vmp1","2",0.02,0.98
"4488","Ccdc104","2",0.021,0.979
"5012","Cenpm","2",0.021,0.979
"5236","Cisd1","2",0.021,0.979
"6872","Dtl","2",0.021,0.979
"7004","E2f2","2",0.021,0.979
"7054","Ebi3","2",0.021,0.979
"22772","Grn","2",0.021,0.979
"23265","Hmgb1","2",0.021,0.979
"32630","Rpia","2",0.021,0.979
"3922","Bhlhe40","2",0.022,0.978
"3994","Bora","2",0.022,0.978
"4202","C330027C09Rik","2",0.022,0.978
"6479","Dek","2",0.022,0.978
"6535","Dhfr","2",0.022,0.978
"6726","Dnajc9","2",0.022,0.978
"8568","Gemin8","2",0.022,0.978
"22724","Grb2","2",0.022,0.978
"23574","Icos","2",0.022,0.978
"25762","Med30","2",0.022,0.978
"27616","Myo1e","2",0.022,0.978
"27854","Naa50","2",0.022,0.978
"37204","Uqcrq","2",0.022,0.978
"2524","Ahcy","2",0.023,0.977
"23420","Hras","2",0.023,0.977
"28556","Nup93","2",0.023,0.977
"31460","Psmb5","2",0.023,0.977
"32375","Rnpep","2",0.023,0.977
"35744","Tkt","2",0.023,0.977
"36080","Tmpo","2",0.023,0.977
"36710","Trpv2","2",0.023,0.977
"3968","Bmp7","2",0.024,0.976
"5865","Ctnna1","2",0.024,0.976
"7644","Fam129a","2",0.024,0.976
"23161","Hint1","2",0.024,0.976
"24272","Itpa","2",0.024,0.976
"24915","Larp1b_1","2",0.024,0.976
"25112","Litaf","2",0.024,0.976
"30368","Pdk3","2",0.024,0.976
"37197","Uqcr10","2",0.024,0.976
"4295","Cad","2",0.025,0.975
"6253","Dap","2",0.025,0.975
"8803","Gm10143","2",0.025,0.975
"24549","Kif20a","2",0.025,0.975
"27291","Mrps30","2",0.025,0.975
"29977","Osbpl3","2",0.025,0.975
"30504","Phactr2","2",0.025,0.975
"30586","Pif1","2",0.025,0.975
"31468","Psmc1","2",0.025,0.975
"31837","Rap1a","2",0.025,0.975
"34043","Slc43a3","2",0.025,0.975
"37177","Ung","2",0.025,0.975
"2678","Alcam","2",0.026,0.974
"4915","Cdk2ap1","2",0.026,0.974
"5479","Cntrob","2",0.026,0.974
"8264","Frmd4b","2",0.026,0.974
"31112","Ppp2r1a","2",0.026,0.974
"31199","Prep","2",0.026,0.974
"31343","Prr11","2",0.026,0.974
"34814","Srgn","2",0.026,0.974
"2065","Abi2","2",0.027,0.973
"2324","Adam19","2",0.027,0.973
"5293","Cldn25","2",0.027,0.973
"5824","Cst7","2",0.027,0.973
"8484","Gatad1","2",0.027,0.973
"11830","Gm14005","2",0.027,0.973
"30139","Paqr4","2",0.027,0.973
"34471","Snrpa","2",0.027,0.973
"35020","Stra13","2",0.027,0.973
"36674","Troap","2",0.027,0.973
"4373","Caprin1","2",0.028,0.972
"5242","Cited2","2",0.028,0.972
"5572","Cops6","2",0.028,0.972
"5731","Crlf2","2",0.028,0.972
"8627","Gins3","2",0.028,0.972
"24734","Kpna3","2",0.028,0.972
"25324","Lsm6","2",0.028,0.972
"26659","Mmd","2",0.028,0.972
"26691","Mms22l","2",0.028,0.972
"28274","Noa1","2",0.028,0.972
"31172","Prdm1","2",0.028,0.972
"31481","Psmd2","2",0.028,0.972
"32078","Rfk","2",0.028,0.972
"32351","Rnf26","2",0.028,0.972
"38278","Ywhaq","2",0.028,0.972
"2456","Aebp2","2",0.029,0.971
"2506","Agpat4","2",0.029,0.971
"3517","AW112010","2",0.029,0.971
"3692","Baz1a","2",0.029,0.971
"4357","Capg","2",0.029,0.971
"7412","Ercc1","2",0.029,0.971
"8328","Fut7","2",0.029,0.971
"8462","Gar1","2",0.029,0.971
"22900","Gzmb","2",0.029,0.971
"23151","Hif1a","2",0.029,0.971
"24896","Lamp2","2",0.029,0.971
"30305","Pdcd1","2",0.029,0.971
"34797","Src","2",0.029,0.971
"37950","Vrk1","2",0.029,0.971
"38523","Zfp367","2",0.029,0.971
"23507","Hspd1","2",0.03,0.97
"30709","Pla2g16","2",0.03,0.97
"31449","Psma4","2",0.03,0.97
"31582","Ptpn5","2",0.03,0.97
"31658","Pygb","2",0.03,0.97
"35676","Thoc6","2",0.03,0.97
"36137","Tnfrsf1b","2",0.03,0.97
"36230","Tox2","2",0.03,0.97
"2699","Aldoa","2",0.031,0.969
"3465","Atxn1","2",0.031,0.969
"5431","Cnih4","2",0.031,0.969
"5604","Cox19","2",0.031,0.969
"8008","Fdps","2",0.031,0.969
"23584","Idh3a","2",0.031,0.969
"24243","Itgae","2",0.031,0.969
"27852","Naa38","2",0.031,0.969
"28506","Nudcd2","2",0.031,0.969
"30864","Pnkd","2",0.031,0.969
"31121","Ppp2r4","2",0.031,0.969
"32360","Rnf43","2",0.031,0.969
"32370","Rnh1","2",0.031,0.969
"34978","Stil","2",0.031,0.969
"35380","Tbc1d31","2",0.031,0.969
"36979","Uap1l1","2",0.031,0.969
"6145","D17H6S56E-5","2",0.032,0.968
"6262","Dars2","2",0.032,0.968
"25272","Lrrc59","2",0.032,0.968
"27097","Mns1","2",0.032,0.968
"28250","Nme1","2",0.032,0.968
"30538","Phgdh","2",0.032,0.968
"30955","Polr3k","2",0.032,0.968
"34900","St14","2",0.032,0.968
"37374","Vma21","2",0.032,0.968
"3847","Bcat1","2",0.033,0.967
"4815","Cd83","2",0.033,0.967
"5610","Cox5b","2",0.033,0.967
"6304","Dck","2",0.033,0.967
"6357","Ddx1","2",0.033,0.967
"6569","Diap3","2",0.033,0.967
"7456","Espl1","2",0.033,0.967
"7946","Fbxo4","2",0.033,0.967
"7962","Fbxw11","2",0.033,0.967
"23171","Hirip3","2",0.033,0.967
"28366","Nptn","2",0.033,0.967
"28564","Nutf2","2",0.033,0.967
"4313","Calhm2","2",0.034,0.966
"4702","Ccr2","2",0.034,0.966
"5777","Csf1","2",0.034,0.966
"6373","Ddx39","2",0.034,0.966
"22971","H2afz","2",0.034,0.966
"28024","Ndufb9","2",0.034,0.966
"30059","P4hb","2",0.034,0.966
"32115","Rgs16","2",0.034,0.966
"33719","Siva1","2",0.034,0.966
"33734","Ska1","2",0.034,0.966
"35441","Tceb2","2",0.034,0.966
"35742","Tk1","2",0.034,0.966
"2012","Abcb1a","2",0.035,0.965
"4980","Cebpb","2",0.035,0.965
"7067","Eci1","2",0.035,0.965
"28328","Npas4","2",0.035,0.965
"30158","Parp1","2",0.035,0.965
"33345","Sec14l1","2",0.035,0.965
"33616","Sh3bgrl","2",0.035,0.965
"33843","Slc22a15","2",0.035,0.965
"35025","Strap","2",0.035,0.965
"4146","C1qbp","2",0.036,0.964
"4918","Cdk4","2",0.036,0.964
"5875","Ctps","2",0.036,0.964
"5886","Ctsb","2",0.036,0.964
"6270","Dbi","2",0.036,0.964
"23192","Hist1h2ap","2",0.036,0.964
"27622","Myo5a","2",0.036,0.964
"33876","Slc25a13","2",0.036,0.964
"34237","Smdt1","2",0.036,0.964
"949","4930427A07Rik","2",0.037,0.963
"2561","AI662270","2",0.037,0.963
"2899","Anln","2",0.037,0.963
"3320","Atad2","2",0.037,0.963
"3323","Atad5","2",0.037,0.963
"3417","Atp5o","2",0.037,0.963
"3458","Atpif1","2",0.037,0.963
"3650","B9d2","2",0.037,0.963
"4507","Ccdc124","2",0.037,0.963
"5822","Cst3","2",0.037,0.963
"22845","Gtf2h4","2",0.037,0.963
"26612","Mis18a","2",0.037,0.963
"31606","Ptprv","2",0.037,0.963
"31654","Pycr2","2",0.037,0.963
"34052","Slc45a4","2",0.037,0.963
"35048","Stx6","2",0.037,0.963
"36215","Top2a","2",0.037,0.963
"36220","Topbp1","2",0.037,0.963
"2554","AI597468","2",0.038,0.962
"3090","Arhgap19","2",0.038,0.962
"7126","Efhd2","2",0.038,0.962
"23286","Hmgn2","2",0.038,0.962
"23453","Hsd17b12","2",0.038,0.962
"25802","Mesdc1","2",0.038,0.962
"31565","Ptplad1","2",0.038,0.962
"35696","Tiam1","2",0.038,0.962
"37046","Ubl3","2",0.038,0.962
"3677","Banf1","2",0.039,0.961
"3943","Blm","2",0.039,0.961
"4575","Ccdc41","2",0.039,0.961
"8012","Fdxr","2",0.039,0.961
"23069","Hdgf","2",0.039,0.961
"23985","Il12rb1","2",0.039,0.961
"27301","Mrps7","2",0.039,0.961
"30495","Pgp","2",0.039,0.961
"31321","Prpf19","2",0.039,0.961
"31584","Ptpn7","2",0.039,0.961
"31652","Pycard","2",0.039,0.961
"31826","Ran","2",0.039,0.961
"36730","Tsen34","2",0.039,0.961
"5932","Cwc15","2",0.04,0.96
"6124","D030056L22Rik","2",0.04,0.96
"6259","Dapp1","2",0.04,0.96
"27116","Mogs","2",0.04,0.96
"30862","Pmvk","2",0.04,0.96
"36144","Tnfrsf4","2",0.04,0.96
"5665","Cpsf2","2",0.041,0.959
"7873","Farsb","2",0.041,0.959
"30800","Plekho2","2",0.041,0.959
"35393","Tbcd","2",0.041,0.959
"35839","Tmem109","2",0.041,0.959
"36145","Tnfrsf8","2",0.041,0.959
"3037","Apool","2",0.042,0.958
"5570","Cops4","2",0.042,0.958
"5814","Csrp1","2",0.042,0.958
"6734","Dnase2a","2",0.042,0.958
"22533","Golt1b","2",0.042,0.958
"23493","Hspa5","2",0.042,0.958
"34476","Snrpd1","2",0.042,0.958
"37955","Vsig10","2",0.042,0.958
"38671","Zfp703","2",0.042,0.958
"3298","Ass1","2",0.043,0.957
"3944","Blmh","2",0.043,0.957
"4720","Cct5","2",0.043,0.957
"4958","Cdv3","2",0.043,0.957
"6883","Dtymk","2",0.043,0.957
"23289","Hmgn3","2",0.043,0.957
"30917","Pole3","2",0.043,0.957
"31058","Ppme1","2",0.043,0.957
"31196","Prelid1","2",0.043,0.957
"31212","Prim1","2",0.043,0.957
"33769","Slbp","2",0.043,0.957
"34952","Stard4","2",0.043,0.957
"35818","Tmed10","2",0.043,0.957
"38864","Znhit2","2",0.043,0.957
"5029","Cep170b","2",0.044,0.956
"23015","Haus4","2",0.044,0.956
"27281","Mrps18c","2",0.044,0.956
"27853","Naa40","2",0.044,0.956
"30400","Pdzk1ip1","2",0.044,0.956
"33592","Sgol2","2",0.044,0.956
"35976","Tmem242","2",0.044,0.956
"35991","Tmem256","2",0.044,0.956
"2925","Anxa4","2",0.045,0.955
"22806","Gsr","2",0.045,0.955
"28022","Ndufb7","2",0.045,0.955
"33905","Slc25a4","2",0.045,0.955
"35715","Timm17a","2",0.045,0.955
"35813","Tmco4","2",0.045,0.955
"4316","Calm2","2",0.046,0.954
"7150","Egln3","2",0.046,0.954
"22812","Gstcd","2",0.046,0.954
"24143","Ipo11","2",0.046,0.954
"25939","Mif","2",0.046,0.954
"30578","Pias3","2",0.046,0.954
"34495","Snx12","2",0.046,0.954
"22468","Gna15","2",0.047,0.953
"23301","Hn1l","2",0.047,0.953
"24112","Inppl1","2",0.047,0.953
"24219","Isoc2a","2",0.047,0.953
"27226","Mrpl12","2",0.047,0.953
"34876","Ssrp1","2",0.047,0.953
"35885","Tmem160","2",0.047,0.953
"36134","Tnfrsf18","2",0.047,0.953
"37310","Vamp5","2",0.047,0.953
"7515","Exoc2","2",0.048,0.952
"22802","Gskip","2",0.048,0.952
"23322","Hnrnpll","2",0.048,0.952
"24142","Ipmk","2",0.048,0.952
"27300","Mrps6","2",0.048,0.952
"28430","Nrn1","2",0.048,0.952
"30308","Pdcd1lg2","2",0.048,0.952
"32","1110001A16Rik","2",0.049,0.951
"2946","Ap1s1","2",0.049,0.951
"4067","Btbd19","2",0.049,0.951
"5338","Clic1","2",0.049,0.951
"7005","E2f3","2",0.049,0.951
"7452","Esco2","2",0.049,0.951
"7681","Fam162a","2",0.049,0.951
"23165","Hip1r","2",0.049,0.951
"24259","Itgb8","2",0.049,0.951
"30706","Pla2g12a","2",0.049,0.951
"31782","Rad17","2",0.049,0.951
"33117","Sae1","2",0.049,0.951
"7153","Egr2","2",0.05,0.95
"7425","Ergic1","2",0.05,0.95
"31457","Psmb2","2",0.05,0.95
"31812","Ralb","2",0.05,0.95
"36146","Tnfrsf9","2",0.05,0.95
"38228","Xrcc6bp1","2",0.05,0.95
"2533","Ahsa1","2",0.051,0.949
"3673","Baiap3","2",0.051,0.949
"5971","Cyb561d2","2",0.051,0.949
"8082","Fh1","2",0.051,0.949
"20958","Gm5601","2",0.051,0.949
"23248","Hk2","2",0.051,0.949
"25132","Lmna","2",0.051,0.949
"28167","Ninj1","2",0.051,0.949
"30909","Pold1","2",0.051,0.949
"31784","Rad21","2",0.051,0.949
"33872","Slc25a1","2",0.051,0.949
"34650","Spcs1","2",0.051,0.949
"35257","Tada2a","2",0.051,0.949
"25948","Minos1","2",0.052,0.948
"27395","Mt1","2",0.052,0.948
"28105","Nf2","2",0.052,0.948
"28456","Nsmf","2",0.052,0.948
"30850","Pmf1","2",0.052,0.948
"31035","Ppif","2",0.052,0.948
"32074","Rfc4","2",0.052,0.948
"33800","Slc16a1","2",0.052,0.948
"36229","Tox","2",0.052,0.948
"27186","Mrfap1","2",0.053,0.947
"27974","Ndc1","2",0.053,0.947
"28060","Neil3","2",0.053,0.947
"30781","Plekhb2","2",0.053,0.947
"32934","Rps27l","2",0.053,0.947
"33064","Runx3","2",0.053,0.947
"37024","Ube2m","2",0.053,0.947
"37158","Unc119","2",0.053,0.947
"38006","Wbp5","2",0.053,0.947
"38277","Ywhah","2",0.053,0.947
"5984","Cycs","2",0.054,0.946
"7957","Fbxo6","2",0.054,0.946
"8071","Fgfr1op","2",0.054,0.946
"25929","Mid1ip1","2",0.054,0.946
"25940","Mif4gd","2",0.054,0.946
"28092","Neurl1b","2",0.054,0.946
"30440","Pex16","2",0.054,0.946
"33327","Sdhb","2",0.054,0.946
"33807","Slc16a3","2",0.054,0.946
"35097","Sumo3","2",0.054,0.946
"7192","Eif3b","2",0.055,0.945
"8867","Gm10259","2",0.055,0.945
"27978","Ndfip1","2",0.055,0.945
"27989","Ndst1","2",0.055,0.945
"33219","Scd2","2",0.055,0.945
"34031","Slc39a6","2",0.055,0.945
"3413","Atp5k","2",0.056,0.944
"6266","Dazap2","2",0.056,0.944
"23495","Hspa9","2",0.056,0.944
"25411","Lzic","2",0.056,0.944
"25715","Mdfic","2",0.056,0.944
"27548","Myadm","2",0.056,0.944
"28124","Nfkb2","2",0.056,0.944
"28626","Ocel1","2",0.056,0.944
"31451","Psma6","2",0.056,0.944
"7","0610009D07Rik","2",0.057,0.943
"366","1700066M21Rik","2",0.057,0.943
"2435","Adprh","2",0.057,0.943
"4378","Capza2","2",0.057,0.943
"4809","Cd74","2",0.057,0.943
"6336","Dcxr","2",0.057,0.943
"7203","Eif3l","2",0.057,0.943
"22675","Gpr68","2",0.057,0.943
"27102","Mob1b","2",0.057,0.943
"27158","Mpp2","2",0.057,0.943
"27274","Mrps12","2",0.057,0.943
"34206","Smap1","2",0.057,0.943
"36603","Trim37","2",0.057,0.943
"2622","Akirin1","2",0.058,0.942
"4600","Ccdc69","2",0.058,0.942
"5409","Cmtm7","2",0.058,0.942
"8117","Fkbp2","2",0.058,0.942
"24858","Ksr1","2",0.058,0.942
"24977","Lcp2","2",0.058,0.942
"25722","Mdh2","2",0.058,0.942
"31151","Pqlc3","2",0.058,0.942
"32359","Rnf41","2",0.058,0.942
"36843","Ttf2","2",0.058,0.942
"36931","Txndc5","2",0.058,0.942
"38399","Zdhhc6","2",0.058,0.942
"2025","Abcc4","2",0.059,0.941
"5112","Chaf1b","2",0.059,0.941
"27865","Nacc1","2",0.059,0.941
"28299","Nop16","2",0.059,0.941
"30743","Plbd2","2",0.059,0.941
"31038","Ppil1","2",0.059,0.941
"32297","Rnf125","2",0.059,0.941
"33776","Slc10a7","2",0.059,0.941
"35287","Tagln2","2",0.059,0.941
"38559","Zfp444","2",0.059,0.941
"10","0610009O20Rik","2",0.06,0.94
"815","3830406C13Rik","2",0.06,0.94
"4836","Cdc25a","2",0.06,0.94
"6938","Dynll2","2",0.06,0.94
"22731","Grhl1","2",0.06,0.94
"23974","Ikzf3","2",0.06,0.94
"24367","Kbtbd4","2",0.06,0.94
"24714","Klrg1","2",0.06,0.94
"30501","Pgrmc2","2",0.06,0.94
"30907","Pola2","2",0.06,0.94
"33635","Sh3rf1","2",0.06,0.94
"33904","Slc25a39","2",0.06,0.94
"36256","Tpm4","2",0.06,0.94
"36760","Tspan3","2",0.06,0.94
"303","1700037H04Rik","2",0.061,0.939
