Feature.ID,LNTREGavg,LNTFR_avg,SPTREG_avg,SPTRF_avg,LNTFR_mad,LNFC,SPFC,LNTcon1,LNTcon2,LNTcon3,LNTfh1,LNTfh2,LNTfh3,LNTreg1,LNTreg2,LNTreg3,LNTfr1,LNTfr2,LNTfr3,SpleenTcon1,SpleenTcon2,SpleenTcon3,SpleenTfh1,SpleenTfh2,SpleenTfh3,SpleenTreg1,SpleenTreg2,SpleenTreg3,SpleenTfr1,SpleenTfr2,SpleenTfr3,BloodTcon1,BloodTcon2,BloodTcon3,BloodTfh1,BloodTfh2,BloodTfh3,BloodTreg1,BloodTreg2,BloodTreg3,BloodTfr1,BloodTfr2,BloodTfr3,cat
Ccr2,2.126666667,221.8243333,17.31066667,65.93833333,33.7024632,104.3061128,3.809115766,2.792,4.802,13.634,15.199,44.229,63.132,1.74,4.64,0,192.241,225.25,247.982,20.91,42.235,16.916,38.633,27.536,10.272,0,36.954,14.978,94.969,38.742,64.104,50.333,41.852,16.016,53.747,30.952,77.361,115.131,32.127,62.696,89.721,293.156,169.959,y
Depdc1a,0.365333333,42.59466667,2.812666667,11.31866667,4.180932,116.591241,4.024176346,0,0,0,12.134,12.384,8.448,0.58,0.516,0,29,47.982,50.802,0.177,0,7.827,16.608,14.055,7.224,8.438,0,0,7.876,11.138,14.942,0,1.165,0.09,4.061,0,33.131,14.317,5.073,2.824,1.709,35.004,22.605,y
Nuf2,0.726,91.47833333,1.908333333,33.79366667,36.0301452,126.003214,17.70847162,0,0,0.29,54.788,42.123,24.884,0.58,0,1.598,100.096,124.398,49.941,0,0,2.272,9.305,25.241,32.623,0,5.725,0,44.473,7.264,49.644,0,4.962,8.008,35.593,6.749,12.894,34.002,6.2,5.083,91.43,42.661,0,y
Cit,0.527333333,85.844,7.951,51.46233333,19.9128006,162.7888749,6.472435333,0.698,0.369,0,76.728,46.504,63.132,0,0.516,1.066,86.532,99.963,71.037,1.418,3.584,10.099,39.575,54.785,34.993,0,0,23.853,49.106,44.069,61.212,4.298,2.805,6.568,49.448,38.865,39.007,9.545,3.945,0,0,41.567,0.837,y
Cdca3,0.714666667,153.351,9.083666667,79.819,38.9019414,214.5769589,8.787090382,29.315,15.514,0,77.709,86.521,74.959,0.58,1.031,0.533,123.483,149.722,186.848,2.126,12.03,7.069,27.09,17.784,33.074,17.403,2.082,7.766,61.614,100.244,77.599,12.341,4.185,4.319,58.525,47.941,26.93,31.02,0.564,0,47.851,56.881,83.724,y
Srcap_1,37.117,0.143666667,20.18933333,5.254666667,1.00E-50,-258.3549878,-3.842172037,100.51,15.33,20.015,22.798,14.659,11.52,81.209,22.683,7.459,0,0,0.431,15.948,11.007,8.079,2.827,13.194,2.258,1.055,22.901,36.612,4.169,5.811,5.784,22.879,10.787,9.087,13.377,30.021,9.793,26.844,16.346,22.028,0,0,0,n
Ccnd1,12.654,0.156,5.168333333,0.617666667,1.00E-50,-81.11538462,-8.367512137,2.792,5.541,0,8.58,6.655,4.915,35.384,2.578,0,0.468,0,0,7.974,28.156,4.544,0.118,15.202,4.289,0.527,0,14.978,1.853,0,0,3.466,1.769,1.08,0,12.567,15.995,0,0,0,0,48.13,0,n
E130208F15Rik,11.12433333,0.156,16.02133333,7.675,1.00E-50,-71.30982904,-2.087470141,0,0,2.321,1.839,0,0.154,30.744,1.031,1.598,0.468,0,0,0.709,0.256,0.252,4.358,0,0,35.86,0,12.204,2.78,0.484,19.761,0.277,1.985,0,0,0,0,25.054,0,7.908,47.851,0,0,n
Stx2,10.026,0.148,7.288666667,9.544666667,1.00E-50,-67.74324324,1.309521632,0.698,8.681,2.611,4.658,4.971,4.455,4.06,18.559,7.459,0,0.444,0,7.265,7.167,0.757,5.771,4.446,2.483,0.527,21.339,0,18.994,0,9.64,1.941,7.81,7.738,6.211,0.233,13.22,0,9.018,0.565,0,0,0,n
D830025C05Rik,9.636333333,0.156,15.067,4.141666667,1.00E-50,-61.77136752,-3.637907444,0,10.897,22.046,9.806,5.392,0,2.32,1.547,25.042,0.468,0,0,17.543,25.853,16.663,15.665,18.931,3.725,29.005,6.766,9.43,2.78,0.969,8.676,17.61,14.238,20.064,22.454,15.825,14.362,20.879,36.073,10.732,32.47,0,1.674,n
Leng9,8.453333333,0.156,22.64166667,7.888,1.00E-50,-54.18803419,-2.870393848,0,0,6.382,5.393,4.549,5.376,10.441,0,14.919,0.468,0,0,18.429,6.911,8.836,5.182,0.717,0.903,24.259,19.258,24.408,22.7,0,0.964,1.803,6.558,2.429,14.333,1.629,5.386,0,0,7.343,0,0,0,n
Trav7n-4,7.104333333,0.148,2.805666667,1.00E-50,1.00E-50,-48.00225225,-2.81E+50,0,0,0,0,0,0,0,0,21.313,0,0.444,0,0,0,0,0,0,4.177,6.856,1.561,0,0,0,0,0,0,0,0,1.629,0,0,0,0,0,0,0,n
Ifitm3,18.18533333,0.430666667,12.24033333,8.57,1.00E-50,-42.22600615,-1.428276935,0,16.253,2.321,30.152,21.651,62.517,43.505,4.124,6.927,0,0,1.292,12.759,2.048,5.807,21.554,16.063,15.352,4.746,11.45,20.525,9.729,15.981,0,5.685,2.761,3.509,26.993,39.098,29.541,9.545,6.764,7.908,4.272,84.228,70.328,n
Tmem38a,12.42533333,0.296333333,12.15133333,1.00E-50,1.00E-50,-41.93025875,-1.22E+51,0,5.541,0,0,4.381,1.536,18.562,13.919,4.795,0,0.889,0,6.202,1.28,4.544,3.887,0,1.806,1.582,34.872,0,0,0,0,4.16,1.251,5.758,0,1.629,0.326,0,0,3.389,0,0,0,n
Lad1,18.99033333,0.467666667,20.991,1.389666667,1.00E-50,-40.60655734,-15.10506116,0,8.496,0,4.045,3.791,0,23.203,25.776,7.992,1.403,0,0,0,0,0,0,1.434,0,36.915,25.503,0.555,4.169,0,0,5.13,1.51,0,0,0,0,0,0,21.463,0,0,0,n
B430306N03Rik,46.46833333,1.148,13.526,8.507333333,1.00E-50,-40.47764227,-1.58992242,23.731,16.623,20.015,4.535,10.868,12.903,50.466,32.993,55.946,0,0,3.444,15.771,42.491,46.96,7.303,13.338,2.483,7.383,18.217,14.978,12.508,0,13.014,26.484,29.426,27.532,2.15,12.102,7.671,0.597,15.782,18.074,0,0,0,n
Ccr9,28.93533333,0.748333333,9.024,4.158666667,0.6938568,-38.66636972,-2.169926258,0,18.839,3.771,0.123,1.685,0.154,70.188,12.888,3.73,0.468,1.777,0,11.873,4.095,15.906,1.296,5.737,2.145,1.582,8.848,16.642,1.39,0,11.086,7.626,5.738,5.039,21.977,2.793,2.938,18.493,50.728,31.63,3.418,21.877,3.349,n
Skint8,5.153333333,0.148,8.962666667,2.162,1.00E-50,-34.81981982,-4.145544249,0,0,0,0,0.084,0,1.16,2.578,11.722,0,0.444,0,0,0,0,0,0,0.113,26.368,0.52,0,6.486,0,0,0,0,0,0,0,0.326,0,0,7.343,0,0,0,n
Homer3,19.80833333,0.592333333,4.543,3.937666667,1.00E-50,-33.44119304,-1.153728943,0.698,0.369,2.611,0.49,0.168,0.154,19.142,22.167,18.116,0,1.777,0,0.886,7.167,1.01,4.829,6.884,0.226,7.383,6.246,0,6.486,5.327,0,0.416,3.409,0.63,5.494,0.931,1.959,6.562,4.509,8.472,0,0,2.512,n
Tagln,5.158666667,0.156,3.865,3.243,1.00E-50,-33.06837607,-1.191797718,0,0.923,0,5.638,2.527,0.614,3.48,7.733,4.263,0.468,0,0,1.063,9.983,2.525,2.356,3.585,3.161,11.075,0.52,0,9.729,0,0,3.744,0.992,7.108,6.211,6.516,4.243,4.176,19.164,6.213,0,1.094,0,n
Scg5,4.812666667,0.148,18.28166667,0.964,1.00E-50,-32.51801802,-18.96438451,0,9.604,0,1.348,1.685,0.154,13.922,0.516,0,0,0.444,0,0,0,0,0.236,1.864,2.709,54.845,0,0,0,0,2.892,0,3.495,3.599,0,0,0,0,0,0,0,0,0,n
Gm14302,10.007,0.311666667,2.191666667,0.951666667,1.00E-50,-32.10802136,-2.302977232,0,2.401,0,0,0.758,1.536,23.783,4.64,1.598,0.935,0,0,4.253,0,0,1.767,0,0,1.582,0,4.993,0.927,0,1.928,0,0.129,1.17,0.478,0,0,0,3.382,0,0,37.191,0,n
Trim3,18.33033333,0.583333333,9.487666667,3.204,0.0415128,-31.42342858,-2.961194341,19.544,2.586,4.351,10.296,6.824,2.304,35.384,19.074,0.533,0,0.889,0.861,7.62,0,6.059,14.959,3.442,8.127,7.383,0,21.08,0.927,1.937,6.748,15.53,4.185,3.509,4.539,0.465,7.508,22.668,8.455,12.426,0,0,0,n
Gm17388,14.632,0.467666667,6.889666667,1.00E-50,1.00E-50,-31.2872416,-6.89E+50,2.094,9.419,4.641,0,0,3.533,41.765,0,2.131,1.403,0,0,7.088,0,0,4.829,3.012,0,7.91,0,12.759,0,0,0,1.664,2.503,11.697,0.239,0,1.469,13.72,11.836,0.565,0,0,0.837,n
Trav14-3,4.468,0.143666667,2.947,1.00E-50,1.00E-50,-31.09976791,-2.95E+50,9.772,13.483,2.901,4.167,2.612,0,0,13.404,0,0,0,0.431,4.784,6.143,12.119,0,9.609,1.016,0,0.52,8.321,0,0,0,11.647,6.343,8.638,0,3.491,4.57,5.369,4.509,3.954,0,0,0,n
Adcy6,44.28833333,1.668333333,48.084,7.474666667,0.4848102,-26.54645355,-6.432929004,11.168,50.607,58.306,31.745,11.542,12.903,58.007,55.677,19.181,2.339,2.666,0,57.414,84.981,98.211,10.247,11.473,11.627,62.228,34.872,47.152,17.604,0,4.82,43.955,45.822,50.476,4.778,43.985,25.134,23.265,54.673,51.964,22.217,18.596,29.303,n
Dbp,23.04766667,0.884,17.70133333,1.107666667,0.6390006,-26.07202112,-15.98074029,0.698,0.923,0.29,3.309,4.718,0.614,4.641,14.95,49.552,0,2.221,0.431,13.29,10.751,2.525,3.887,2.868,5.418,34.278,0.52,18.306,1.39,0.969,0.964,3.189,8.198,7.378,3.344,0,1.632,42.95,3.382,30.501,4.272,1.094,0.837,n
Ptcd1,11.272,0.447666667,3.828333333,0.779,0.0192738,-25.17944898,-4.914420196,0,4.802,0,0.123,2.696,2.458,3.48,1.031,29.305,0.468,0.444,0.431,3.012,2.048,0.252,3.062,1.147,2.709,0.527,2.082,8.876,1.853,0.484,0,0,2.373,0.72,5.733,0.233,7.508,0,0.564,10.732,3.418,6.563,0,n
Gm14308,3.593666667,0.143666667,2.616,0.315,1.00E-50,-25.01392106,-8.304761905,0,9.419,0.58,1.103,6.908,0,1.74,0.516,8.525,0,0,0.431,0,10.751,0.505,0.236,3.872,0.677,0.527,6.766,0.555,0.463,0,0.482,0.416,3.193,5.578,0,2.793,1.795,1.193,0,0,3.418,3.282,0,n
Sapcd1,3.370333333,0.143666667,4.438,1.00E-50,1.00E-50,-23.45939669,-4.44E+50,4.886,0,0,0.613,0.168,0,6.381,0,3.73,0,0,0.431,1.772,0,0,0,0,3.161,0,0,13.314,0,0,0,0,0.388,0,0,0,0,1.79,0,0,0,0,0,n
Ampd1,30.199,1.328333333,5.139,1.396,0.6390006,-22.7345044,-3.681232092,50.255,18.839,17.985,0,7.077,10.445,45.245,29.9,15.452,0,3.554,0.431,47.136,45.818,38.88,0.118,0,7.902,1.055,9.369,4.993,3.706,0,0.482,23.295,25.37,25.193,2.628,10.24,1.469,17.896,45.091,18.639,0,29.534,0,n
Pdzd2,13.91766667,0.623666667,20.354,5.586666667,1.00E-50,-22.31587386,-3.643317422,0,24.934,0,18.753,2.19,16.282,5.801,24.23,11.722,1.871,0,0,14.885,23.549,0,8.48,1.721,21.109,20.567,0,40.495,4.169,12.591,0,8.458,7.249,7.018,39.176,22.574,29.867,11.334,1.691,16.945,0,10.939,0,n
Tnnt3,3.287,0.148,5.408333333,6.642333333,1.00E-50,-22.20945946,1.22816641,7.678,0.923,0.87,0.858,0,0.922,9.861,0,0,0,0.444,0,5.493,1.024,4.292,0.471,3.585,0,6.856,9.369,0,8.339,4.358,7.23,0,2.114,1.979,2.628,0.698,2.448,2.386,4.509,6.213,0,24.065,3.349,n
Grifin,9.728,0.444333333,2.182333333,0.309,1.00E-50,-21.89347338,-7.062567421,2.792,0.185,4.061,0.613,10.952,1.382,0,3.609,25.575,0,1.333,0,1.063,0,0,0,0.717,0.113,2.109,0,4.438,0.927,0,0,5.13,3.365,1.17,0,11.869,0,5.369,0,5.648,0,0,0,n
Zfp773,2.979,0.143666667,5.277666667,5.634,1.00E-50,-20.73549879,1.067517211,0,0,7.252,3.8,1.938,0.154,0,3.609,5.328,0,0,0.431,5.139,13.31,5.302,3.298,1.147,5.418,1.055,11.45,3.328,11.118,0,5.784,0.139,3.538,0.72,4.539,5.12,9.466,10.141,0,0,0,0,0,n
BC024978,6.294333333,0.304,3.515666667,4.323666667,0.0355824,-20.70504386,1.229828387,25.127,0,0,2.574,5.897,2.304,7.541,11.342,0,0.468,0.444,0,17.72,5.119,8.836,2.945,4.876,10.498,10.547,0,0,12.971,0,0,2.635,5.652,2.069,1.194,7.214,0.163,10.141,16.909,3.954,0,50.318,19.256,n
Dnase1l1,6.124333333,0.311666667,12.065,8.515,1.00E-50,-19.65026736,-1.416911333,0,13.298,15.084,8.825,14.659,5.683,16.242,0,2.131,0.935,0,0,19.492,20.477,9.341,12.367,25.241,7.337,21.622,14.573,0,0,0,25.545,17.332,7.292,14.756,16.244,3.956,8.324,2.386,0,8.472,5.981,99.542,5.861,n
Khdc1a,14.90233333,0.767333333,11.08566667,1.572333333,0.6390006,-19.42093832,-7.050455802,0,0,0,0,0,1.229,34.224,5.155,5.328,1.871,0,0.431,0,0,0,0,0,0,5.274,4.684,23.299,2.78,1.937,0,0,0,0,0,0,0,2.386,0,9.602,0,0,0,n
Fzd6,5.683333333,0.296333333,4.510666667,2.183,1.00E-50,-19.17885266,-2.06626966,0,0,0.58,0,0,0,0,0,17.05,0,0.889,0,0,0,0,0,0,0,0,13.532,0,5.096,1.453,0,0,0,0,0,0.698,0,0,0,0,0,17.502,0,n
Slc39a13,2.749333333,0.143666667,1.758,0.160666667,1.00E-50,-19.1368909,-10.94190869,0,1.108,0,1.471,0.084,0.922,0,8.248,0,0,0,0.431,1.063,0.768,0.252,0,0,1.467,5.274,0,0,0,0,0.482,0.139,0.086,0.09,0,0,0,0,1.127,0,18.799,1.094,20.931,n
Rhd,2.790333333,0.148,3.513333333,1.00E-50,1.00E-50,-18.8536036,-3.51E+50,0,0,0,0,0,1.075,4.641,0,3.73,0,0.444,0,0,0,6.564,0,9.322,0,0,0,10.54,0,0,0,0,1.683,5.578,0.956,0,0,0,0,0,0,0,0,n
Acvr1c,22.98333333,1.247333333,3.867333333,1.928,1.00E-50,-18.42597542,-2.005878285,0,0,0,0,0,0,19.142,8.248,41.56,3.742,0,0,0,0,0,0,0,0.226,11.602,0,0,0,0,5.784,0,1.165,0,0,0,0,19.089,0,6.213,0,0,0,n
Mfsd2b,5.737666667,0.311666667,2.951666667,2.007333333,1.00E-50,-18.40962565,-1.470441714,21.638,4.063,0,0,0,0,15.082,0,2.131,0.935,0,0,0.354,1.024,13.128,0,0,0,0.527,8.328,0,6.022,0,0,0.555,0.173,0.18,2.867,0.233,0,0,18.036,0,0,0,0,n
Caprin2,13.28866667,0.740333333,5.602,5.106333333,1.00E-50,-17.94957228,-1.097068999,15.356,8.127,26.107,7.232,1.432,0.614,0.58,20.105,19.181,0,2.221,0,0,1.792,2.02,6.007,12.19,6.886,1.582,4.684,10.54,2.78,1.453,11.086,3.189,2.675,13.586,6.689,15.825,4.733,0,0.564,5.083,0,21.877,0,n
Ntn4,5.465666667,0.311666667,11.89566667,1.00E-50,1.00E-50,-17.53689838,-1.19E+51,0,0,0,0,0,0,0,3.609,12.788,0.935,0,0,0,0,0,0,0,0,7.91,7.807,19.97,0,0,0,0.971,0,0,0,0,0,47.723,2.818,0.565,0,0,30.978,n
Rnf122,15.26333333,0.888666667,13.04633333,8.599333333,1.00E-50,-17.17554388,-1.517133111,22.336,40.818,19.725,14.341,2.443,3.994,15.662,7.217,22.911,0,2.666,0,13.113,17.918,10.351,11.425,2.868,10.724,13.711,18.217,7.211,17.604,0,8.194,5.546,16.87,12.057,2.15,0.698,7.181,0,25.364,3.954,0,64.538,2.512,n
Sfrp2,7.475,0.444333333,4.228,1.434333333,1.00E-50,-16.82295575,-2.9477109,25.127,5.91,2.031,0,1.011,6.298,0.58,0,21.845,0,1.333,0,5.848,3.84,0.757,0,2.008,0,1.582,8.328,2.774,0.927,0.484,2.892,5.546,1.985,3.959,1.194,0,0,8.351,9.018,17.51,0,0,0,n
Cd79a,2.405666667,0.143666667,2.958666667,0.772,1.00E-50,-16.74477955,-3.832469776,18.846,0.185,0,0.735,0,0,0,7.217,0,0,0,0.431,0,0.768,0,0,0,0.226,0,0,8.876,2.316,0,0,0.693,0.431,0.54,0,0,0,0,8.455,0,0,0,0,n
D630039A03Rik,21.58033333,1.304,23.59566667,30.94966667,0.6938568,-16.54933538,1.311667397,0,4.248,0,0,0.084,0,30.163,17.528,17.05,0.468,0,3.444,0.532,0,0,0.118,0.143,0,35.333,26.024,9.43,21.773,47.459,23.617,0,0.647,0.72,3.344,0,0,0,23.673,29.936,0,1.094,17.582,n
Bcas1,2.309,0.148,12.71566667,1.389666667,1.00E-50,-15.60135135,-9.150155913,0,0.185,0,1.961,8.088,0,0,0,6.927,0,0.444,0,0,0,0,0,1.864,8.127,12.657,8.848,16.642,4.169,0,0,0,0.129,0,0,0.233,0,0,0,0,0,0,0,n
Emilin1,12.95366667,0.861,6.15,1.00E-50,1.00E-50,-15.04490902,-6.15E+50,0,0.923,4.061,0,2.275,0,32.484,0.516,5.861,0,0,2.583,5.493,3.84,8.836,0.942,0,1.016,10.02,6.766,1.664,0,0,0,3.328,1.079,2.699,5.494,0,1.632,0,0,2.259,0,0,0.837,n
Myo6,36.544,2.457666667,24.44433333,7.94,1.9155192,-14.86938831,-3.078631402,69.101,40.448,10.443,0.858,10.952,0.154,55.686,27.838,26.108,6.081,0,1.292,68.401,67.319,96.949,14.016,18.501,9.03,17.93,43.199,12.204,6.949,0.484,16.387,117.999,102.689,96.723,61.63,18.851,17.3,16.106,56.364,42.927,0,6.563,56.932,n
Krr1,25.31933333,1.772666667,10.77933333,7.207666667,0.6390006,-14.28318916,-1.495537159,25.825,14.037,8.702,5.025,12.89,3.379,5.221,35.571,35.166,0,4.887,0.431,7.443,19.198,0.757,7.892,10.756,21.56,0,31.229,1.109,14.361,6.78,0.482,6.794,8.155,0.99,2.628,6.982,5.223,14.913,3.945,21.463,0,22.971,0,n
Arsk,19.4,1.364,34.56466667,14.252,0.51891,-14.2228739,-2.425250258,30.013,1.478,7.252,7.354,2.864,11.828,41.185,1.031,15.984,1.871,2.221,0,11.695,9.983,20.955,3.062,5.737,5.418,45.88,23.421,34.393,5.559,17.918,19.279,7.488,10.226,12.506,14.094,6.749,7.181,11.931,11.273,21.463,0,0,41.862,n
Hist2h2aa1,4.035666667,0.287,3.330666667,2.337333333,1.00E-50,-14.06155633,-1.424985739,4.886,3.509,7.832,0,1.264,2.15,1.16,7.217,3.73,0,0,0.861,1.24,1.792,2.525,4.24,2.582,0.226,7.91,2.082,0,5.559,1.453,0,4.992,0.863,2.069,2.628,3.491,2.775,0,0.564,1.13,0,4.375,7.535,n
Arhgap20,43.669,3.11,26.35366667,11.83733333,1.00E-50,-14.0414791,-2.226317865,0,0,0.29,0.735,1.264,0,77.729,15.981,37.297,0,9.33,0,0.354,0,0,0,0.143,0,27.95,7.287,43.824,6.949,26.635,1.928,0,0,0,0,0,0,68.601,21.418,72.863,4.272,0,0,n
Rnf130,34.74666667,2.482333333,9.197666667,11.92966667,0.6390006,-13.99758292,1.297031856,2.094,11.082,15.954,9.315,7.077,23.809,38.284,51.037,14.919,7.016,0,0.431,10.101,29.436,30.549,1.413,14.198,0.452,4.219,7.287,16.087,20.847,0,14.942,10.677,17.733,20.154,20.066,18.385,14.199,18.493,38.328,0,32.47,5.469,0,n
Gata1,64.56333333,4.630666667,77.172,14.02233333,3.9526116,-13.94255687,-5.503506313,0,16.438,8.412,0,0,0.154,73.668,75.266,44.756,11.226,2.666,0,2.304,3.584,7.574,0,0.143,4.967,66.447,45.802,119.267,0.463,32.446,9.158,7.626,6.601,3.869,0,0.931,0,58.46,30.437,33.325,42.724,35.004,10.884,n
Gm10676,10.19566667,0.746666667,11.679,0.617666667,0.1097124,-13.65491071,-18.90825687,4.188,2.216,0.29,0.123,2.443,0,19.142,8.248,3.197,0.935,0.444,0.861,9.215,8.447,5.807,0.236,0.143,9.03,18.985,0.52,15.532,1.853,0,0,7.349,4.53,7.738,2.628,1.862,5.876,1.193,0,7.343,0,0,0.837,n
Map2k6,6.278666667,0.467666667,8.012666667,8.625666667,1.00E-50,-13.42551674,1.076503869,2.094,4.063,11.023,21.45,15.501,12.288,11.601,6.702,0.533,1.403,0,0,8.683,7.167,29.287,24.852,24.811,13.997,7.383,16.655,0,3.706,0,22.171,4.437,12.124,14.486,1.911,10.473,9.793,36.985,6.2,7.908,0,20.783,0,n
Lrrc27,1.953666667,0.148,5.725333333,0.463333333,1.00E-50,-13.20045045,-12.35683454,2.094,1.847,5.802,0,2.949,0.922,0,0,5.861,0,0.444,0,5.139,3.584,0,0,1.434,3.725,0,17.176,0,1.39,0,0,1.387,5.609,3.779,0,0,0,1.79,13.527,0,0,0,3.349,n
Jup,5.683333333,0.430666667,1.933666667,0.778333333,1.00E-50,-13.19659442,-2.48436831,27.919,3.879,15.664,1.226,5.645,5.53,0,0,17.05,0,0,1.292,0.177,0.256,9.846,6.007,3.155,6.773,5.801,0,0,1.853,0,0.482,3.882,4.617,12.506,0.239,0.233,0,0,0,0,0,0,0,n
5830472F04Rik,17.96233333,1.391,19.49833333,2.625333333,0.6390006,-12.91325185,-7.426993397,0,0,0,0.49,0.084,2.611,27.263,0.516,26.108,3.742,0,0.431,3.367,2.56,8.836,2.945,1.578,0.564,37.97,0,20.525,7.876,0,0,3.051,1.769,6.208,12.661,33.978,2.938,0,15.218,0,0.854,0,0,n
Fastkd5,1.902333333,0.148,1.600333333,0.160666667,1.00E-50,-12.8536036,-9.96058089,1.396,0,0.58,0,0,0.768,4.641,0,1.066,0,0.444,0,0,0.512,0,0.118,0.143,0,3.692,0,1.109,0,0,0.482,0,0.043,0,0.239,0.698,0,0,0,3.389,0.854,0,1.674,n
Peli2,9.981,0.779666667,18.541,1.389666667,1.00E-50,-12.80162462,-13.34204845,0,0,0,0,0,0,11.021,7.733,11.189,2.339,0,0,0,0,0,0,0,0,19.512,24.462,11.649,4.169,0,0,0,0,4.229,0,0,0,7.158,19.727,0,0,0,0,n
4930430F08Rik,7.364333333,0.598666667,7.640666667,0.154333333,0.1097124,-12.30122494,-49.5075595,0,0,0,13.115,1.264,3.072,17.402,3.093,1.598,0.935,0,0.861,1.24,4.095,7.322,0.942,13.481,10.724,0,5.725,17.197,0.463,0,0,5.962,5.436,4.679,0.239,5.818,4.733,4.772,0,1.13,0.854,0,8.372,n
Gm20707,23.60566667,1.925333333,5.401333333,6.611333333,1.00E-50,-12.26056095,1.224018761,0.698,8.681,0,0,0.084,3.226,22.043,23.199,25.575,0,5.776,0,5.316,27.389,0,2.12,13.481,0.226,8.438,0,7.766,0.463,19.371,0,3.328,0.604,5.668,9.555,0,12.241,19.686,0,0.565,0,0,2.512,n
B3gnt3,10.785,0.884,7.211333333,3.380666667,0.6390006,-12.20022624,-2.13310984,0,0,0,0,4.465,3.379,31.324,1.031,0,0,2.221,0.431,0,0,0,4.947,3.299,0,0,0,21.634,0,4.358,5.784,4.437,0.906,0,0.478,0,0,0,0,0,0,0,18.419,n
Zfp345,3.464666667,0.287,7.113,1.389666667,1.00E-50,-12.07200929,-5.118493642,0,0.554,0,2.084,0.084,0,5.221,4.64,0.533,0,0,0.861,0,0,0,0,0.143,0,0,21.339,0,4.169,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,n
Ccdc114,1.718333333,0.143666667,4.068,1.235333333,1.00E-50,-11.96055681,-3.293038317,0,0,0.29,1.961,0.168,0,0,5.155,0,0,0,0.431,1.063,0,2.525,0.236,2.008,5.305,0,0,12.204,3.706,0,0,1.941,3.02,0.18,5.016,0.233,0,0,0,2.259,0,0,0,n
Ranbp6,21.67566667,1.816333333,32.79766667,25.67,1.1430846,-11.93374932,-1.277665238,13.96,14.406,32.489,17.16,5.476,24.884,24.363,10.826,29.838,2.339,3.11,0,10.987,5.375,17.42,17.314,12.764,9.595,35.86,27.585,34.948,18.994,37.773,20.243,21.908,31.626,17.365,32.487,0.233,5.223,7.158,43.4,13.556,7.69,0,0.837,n
Frat2,58.543,4.989,43.224,19.37533333,4.158693,-11.73441571,-2.230877749,0,15.699,32.199,20.592,17.523,12.749,69.608,47.944,58.077,6.081,8.886,0,48.377,50.17,33.831,20.259,13.768,18.512,64.338,60.896,4.438,19.457,23.245,15.424,70.162,66.662,55.964,16.005,29.789,31.01,50.109,53.546,58.177,0.854,0,1.674,n
Gm17511,17.18733333,1.476666667,3.698,0.642666667,1.4218134,-11.63927765,-5.754149375,0,18.654,39.451,0.245,6.992,5.223,18.562,1.031,31.969,1.403,0.444,2.583,4.607,0.256,2.02,7.185,10.183,1.016,2.109,6.766,2.219,0,0,1.928,1.941,11.046,2.879,5.255,0.465,4.57,1.193,29.873,0,0,0,36.001,n
Ly6c1,451.1633333,39.30533333,325.0853333,40.53033333,24.670464,-11.47842532,-8.020791012,203.812,185.434,233.223,12.502,48.189,18.74,454.192,463.455,435.843,60.806,36.875,20.235,194.747,193.255,183.799,6.949,71.852,16.481,335.401,400.766,239.089,49.106,39.71,32.775,182.615,216.898,233.305,54.464,20.247,4.896,297.074,253.075,279.589,211.058,306.283,122.237,n
Gm17678,3.374333333,0.299666667,11.18833333,1.767,0.0548562,-11.2602892,-6.331824182,0,0,0,0.245,3.033,0,0,0,10.123,0.468,0,0.431,0.709,0,0,1.531,0,4.967,0,4.164,29.401,0.463,3.874,0.964,0,0,0,0,0,0.163,1.193,0,0,0,0,0,n
Slc10a3,1.751666667,0.156,4.947,3.088333333,1.00E-50,-11.22863248,-1.601834863,0.698,0,15.374,0.123,0,0.154,0.58,3.609,1.066,0.468,0,0,0,0.512,0,0.118,0,0.79,12.657,0.52,1.664,9.265,0,0,0.277,2.373,0.09,0.239,0.465,0.326,0.597,17.473,0,0,15.314,0,n
C530008M17Rik,3.465666667,0.311666667,2.949333333,1.00E-50,1.00E-50,-11.11978609,-2.95E+50,0,0,0.29,0,1.432,4.455,0,7.733,2.664,0.935,0,0,0.886,2.048,0,0,3.729,0,0,8.848,0,0,0,0,0,0.733,3.599,12.661,14.429,0,0,0,0,0,0,0,n
Oasl2,22.816,2.073333333,13.76966667,3.165333333,1.00E-50,-11.00450161,-4.350147432,34.201,42.849,6.092,4.167,11.542,14.592,0.58,25.776,42.092,0,6.22,0,12.759,20.733,40.648,12.603,8.892,11.401,0,21.339,19.97,4.169,5.327,0,5.408,17.129,19.884,19.588,23.971,7.181,29.827,0,0,0,0,26.792,n
Zfp712,4.662666667,0.430666667,19.078,4.309333333,1.00E-50,-10.82662538,-4.427134901,6.98,2.401,6.962,5.638,1.348,1.997,0,11.857,2.131,0,0,1.292,0,0,2.525,2.002,1.434,0.339,19.512,0,37.722,3.243,9.685,0,3.744,6.86,0.27,4.778,6.982,1.632,8.351,28.182,13.556,0,0,26.792,n
Ar,7.911333333,0.748333333,5.449333333,4.015,0.6938568,-10.57193764,-1.357243669,13.262,26.411,12.763,29.907,20.977,9.984,0,7.217,16.517,0.468,1.777,0,18.252,10.495,14.643,37.22,27.823,24.269,16.348,0,0,12.045,0,0,8.597,20.969,24.653,27.71,58.646,54.838,26.248,0.564,36.714,5.981,71.101,36.001,n
